Frame,Progress,VisibleTiles,RenderableTiles,MissingCount
1059,0.18954,34,34,0
1060,0.18971,34,34,0
1061,0.18988,34,34,0
1062,0.19005,34,34,0
1063,0.19022,34,34,0
1064,0.19039,34,34,0
1065,0.19056,34,34,0
1066,0.19073,34,34,0
1067,0.19090,34,34,0
1068,0.19107,34,34,0
1069,0.19124,34,34,0
1070,0.19141,34,34,0
1071,0.19158,34,34,0
1072,0.19175,34,34,0
1073,0.19192,34,34,0
1074,0.19209,34,34,0
1075,0.19226,33,33,0
1076,0.19243,33,33,0
1077,0.19260,33,33,0
1078,0.19277,33,33,0
1079,0.19294,33,33,0
1080,0.19311,33,33,0
1081,0.19328,33,33,0
1082,0.19345,33,33,0
1083,0.19362,32,32,0
1084,0.19379,32,32,0
1085,0.19396,32,32,0
1086,0.19412,32,32,0
1087,0.19429,32,32,0
1088,0.19446,32,32,0
1089,0.19463,32,32,0
1090,0.19480,32,32,0
1091,0.19497,31,31,0
1092,0.19514,31,31,0
1093,0.19531,31,31,0
1094,0.19548,31,31,0
1095,0.19565,31,31,0
1096,0.19582,31,31,0
1097,0.19599,31,31,0
1098,0.19616,31,31,0
1099,0.19633,30,30,0
1100,0.19650,30,30,0
1101,0.19667,30,30,0
1102,0.19684,30,30,0
1103,0.19701,29,29,0
1104,0.19718,30,27,1
1105,0.19735,30,27,0
1106,0.19751,30,27,0
1107,0.19768,30,27,0
1108,0.19785,30,27,0
1109,0.19802,30,30,0
1110,0.19819,30,30,0
1111,0.19836,30,30,0
1112,0.19853,30,30,0
1113,0.19870,30,30,0
1114,0.19887,30,30,0
1115,0.19904,30,30,0
1116,0.19921,30,30,0
1117,0.19938,30,30,0
1118,0.19955,30,30,0
1119,0.19972,30,30,0
1120,0.19989,30,30,0
1121,0.20006,30,30,0
1122,0.20023,30,30,0
1123,0.20040,30,30,0
1124,0.20057,30,30,0
1125,0.20074,29,29,0
1126,0.20091,29,29,0
1127,0.20108,29,29,0
1128,0.20125,29,29,0
1129,0.20142,29,29,0
1130,0.20159,29,29,0
1131,0.20176,29,29,0
1132,0.20193,29,29,0
1133,0.20210,29,29,0
1134,0.20227,29,29,0
1135,0.20244,29,29,0
1136,0.20261,29,29,0
1137,0.20278,29,29,0
1138,0.20295,29,29,0
1139,0.20312,29,29,0
1140,0.20329,29,29,0
1141,0.20346,29,29,0
1142,0.20363,29,29,0
1143,0.20380,29,29,0
1144,0.20397,29,29,0
1145,0.20414,29,29,0
1146,0.20431,29,29,0
1147,0.20448,29,29,0
1148,0.20466,29,29,0
1149,0.20482,29,29,0
1150,0.20499,29,29,0
1151,0.20516,29,29,0
1152,0.20533,29,29,0
1153,0.20550,29,29,0
1154,0.20568,28,28,0
1155,0.20585,28,28,0
1156,0.20601,28,28,0
1157,0.20618,28,28,0
1158,0.20635,28,28,0
1159,0.20653,27,27,0
1160,0.20670,27,27,0
1161,0.20686,27,27,0
1162,0.20703,27,27,0
1163,0.20720,27,27,0
1164,0.20737,27,27,0
1165,0.20754,26,26,0
1166,0.20771,26,26,0
1167,0.20788,26,26,0
1168,0.20805,26,26,0
1169,0.20822,26,26,0
1170,0.20839,26,26,0
1171,0.20856,26,26,0
1172,0.20873,27,1,1
1173,0.20890,27,1,0
1174,0.20907,27,1,0
1175,0.20924,27,1,0
1176,0.20941,27,1,0
1177,0.20958,27,1,0
1178,0.20975,27,27,0
1179,0.20992,27,27,0
1180,0.21009,27,27,0
1181,0.21025,27,27,0
1182,0.21042,27,27,0
1183,0.21059,27,27,0
1184,0.21076,27,27,0
1185,0.21093,26,26,0
1186,0.21110,26,26,0
1187,0.21127,26,26,0
1188,0.21144,26,26,0
1189,0.21161,26,26,0
1190,0.21178,25,25,0
1191,0.21195,25,25,0
1192,0.21212,25,25,0
1193,0.21229,25,25,0
1194,0.21246,25,25,0
1195,0.21263,25,25,0
1196,0.21280,25,25,0
1197,0.21297,25,25,0
1198,0.21314,25,25,0
1199,0.21331,24,24,0
1200,0.21348,24,24,0
1201,0.21365,24,24,0
1202,0.21382,24,24,0
1203,0.21399,24,24,0
1204,0.21416,24,24,0
1205,0.21433,24,24,0
1206,0.21450,24,24,0
1207,0.21467,24,24,0
1208,0.21484,23,23,0
1209,0.21501,23,23,0
1210,0.21518,23,23,0
1211,0.21535,23,23,0
1212,0.21552,23,23,0
1213,0.21569,23,23,0
1214,0.21586,23,23,0
1215,0.21603,23,23,0
1216,0.21620,23,23,0
1217,0.21636,23,23,0
1218,0.21653,23,23,0
1219,0.21670,23,23,0
1220,0.21687,23,23,0
1221,0.21704,23,23,0
1222,0.21721,24,1,1
1223,0.21738,24,1,0
1224,0.21755,24,1,0
1225,0.21772,24,1,0
1226,0.21789,24,1,0
1227,0.21806,24,24,0
1228,0.21823,26,1,3
1229,0.21840,26,1,0
1230,0.21857,26,1,0
1231,0.21874,26,1,0
1232,0.21891,26,1,0
1233,0.21908,26,1,0
1234,0.21925,26,26,0
1235,0.21942,26,26,0
1236,0.21959,26,26,0
1237,0.21976,26,26,0
1238,0.21993,26,26,0
1239,0.22010,26,26,0
1240,0.22027,26,26,0
1241,0.22044,26,26,0
1242,0.22061,26,26,0
1243,0.22078,26,26,0
1244,0.22095,26,26,0
1245,0.22112,26,26,0
1246,0.22129,26,26,0
1247,0.22146,26,26,0
1248,0.22163,26,26,0
1249,0.22180,26,26,0
1250,0.22197,26,26,0
1251,0.22214,26,26,0
1252,0.22231,26,26,0
1253,0.22248,26,26,0
1254,0.22265,26,26,0
1255,0.22282,26,26,0
1256,0.22299,26,26,0
1257,0.22316,26,26,0
1258,0.22333,26,26,0
1259,0.22350,26,26,0
1260,0.22367,26,26,0
1261,0.22384,26,26,0
1262,0.22401,26,26,0
1263,0.22418,26,26,0
1264,0.22435,26,26,0
1265,0.22451,26,26,0
1266,0.22469,26,26,0
1267,0.22486,26,26,0
1268,0.22503,26,26,0
1269,0.22519,26,26,0
1270,0.22537,26,26,0
1271,0.22554,26,26,0
1272,0.22571,26,26,0
1273,0.22588,26,26,0
1274,0.22605,26,26,0
1275,0.22622,26,26,0
1276,0.22639,26,26,0
1277,0.22656,26,26,0
1278,0.22673,26,26,0
1279,0.22690,26,26,0
1280,0.22707,26,26,0
1281,0.22724,26,26,0
1282,0.22740,26,26,0
1283,0.22757,26,26,0
1284,0.22774,26,26,0
1285,0.22791,26,26,0
1286,0.22808,25,25,0
1287,0.22825,25,25,0
1288,0.22842,25,25,0
1289,0.22859,25,25,0
1290,0.22876,25,25,0
1291,0.22893,25,25,0
1292,0.22910,25,25,0
1293,0.22927,25,25,0
1294,0.22944,25,25,0
1295,0.22961,25,25,0
1296,0.22977,25,25,0
1297,0.22994,25,25,0
1298,0.23011,25,25,0
1299,0.23028,25,25,0
1300,0.23045,25,25,0
1301,0.23062,25,25,0
1302,0.23079,25,25,0
1303,0.23096,25,25,0
1304,0.23113,25,25,0
1305,0.23130,25,25,0
1306,0.23147,25,25,0
1307,0.23164,25,25,0
1308,0.23181,25,25,0
1309,0.23198,25,25,0
1310,0.23215,25,25,0
1311,0.23232,25,25,0
1312,0.23249,25,25,0
1313,0.23266,25,25,0
1314,0.23283,25,25,0
1315,0.23300,25,25,0
1316,0.23317,25,25,0
1317,0.23333,25,25,0
1318,0.23350,25,25,0
1319,0.23367,25,25,0
1320,0.23384,25,25,0
1321,0.23401,25,25,0
1322,0.23419,25,25,0
1323,0.23436,25,25,0
1324,0.23453,25,25,0
1325,0.23470,24,24,0
1326,0.23487,24,24,0
1327,0.23504,23,23,0
1328,0.23520,23,23,0
1329,0.23537,23,23,0
1330,0.23554,23,23,0
1331,0.23572,22,22,0
1332,0.23589,22,22,0
1333,0.23606,22,22,0
1334,0.23623,22,22,0
1335,0.23640,22,22,0
1336,0.23657,22,22,0
1337,0.23673,22,22,0
1338,0.23691,22,22,0
1339,0.23707,22,22,0
1340,0.23724,22,22,0
1341,0.23741,22,22,0
1342,0.23758,22,22,0
1343,0.23775,22,22,0
1344,0.23792,22,22,0
1345,0.23809,22,22,0
1346,0.23826,22,22,0
1347,0.23843,22,22,0
1348,0.23860,22,22,0
1349,0.23877,22,22,0
1350,0.23894,22,22,0
1351,0.23911,22,22,0
1352,0.23928,22,22,0
1353,0.23945,25,22,4
1354,0.23962,25,22,0
1355,0.23979,25,22,0
1356,0.23996,25,22,0
1357,0.24013,25,22,0
1358,0.24030,25,25,0
1359,0.24047,25,25,0
1360,0.24064,25,25,0
1361,0.24081,25,25,0
1362,0.24098,25,25,0
1363,0.24115,25,25,0
1364,0.24132,25,25,0
1365,0.24149,25,25,0
1366,0.24166,25,25,0
1367,0.24183,25,25,0
1368,0.24200,25,25,0
1369,0.24217,28,25,4
1370,0.24233,28,25,0
1371,0.24250,28,25,0
1372,0.24267,28,25,0
1373,0.24284,28,25,0
1374,0.24301,28,25,0
1375,0.24318,28,28,0
1376,0.24335,28,28,0
1377,0.24352,28,28,0
1378,0.24369,28,28,0
1379,0.24386,28,28,0
1380,0.24403,28,28,0
1381,0.24420,28,28,0
1382,0.24437,28,28,0
1383,0.24454,28,28,0
1384,0.24471,28,28,0
1385,0.24488,29,28,2
1386,0.24505,29,28,0
1387,0.24522,29,28,0
1388,0.24539,29,28,0
1389,0.24556,29,28,0
1390,0.24573,29,28,0
1391,0.24590,29,28,0
1392,0.24607,29,28,0
1393,0.24624,29,28,0
1394,0.24641,29,29,0
1395,0.24658,29,29,0
1396,0.24675,29,29,0
1397,0.24692,29,29,0
1398,0.24709,29,29,0
1399,0.24726,29,29,0
1400,0.24743,29,29,0
1401,0.24760,29,29,0
1402,0.24777,29,29,0
1403,0.24794,29,29,0
1404,0.24811,29,29,0
1405,0.24828,28,28,0
1406,0.24845,28,28,0
1407,0.24862,28,28,0
1408,0.24879,28,28,0
1409,0.24896,28,28,0
1410,0.24913,28,28,0
1411,0.24930,28,28,0
1412,0.24947,28,28,0
1413,0.24964,28,28,0
1414,0.24981,28,28,0
1415,0.24998,28,28,0
1416,0.25015,28,28,0
1417,0.25032,28,28,0
1418,0.25049,27,27,0
1419,0.25066,27,27,0
1420,0.25083,27,27,0
1421,0.25100,26,26,0
1422,0.25117,26,26,0
1423,0.25134,26,26,0
1424,0.25151,26,26,0
1425,0.25168,26,26,0
1426,0.25185,26,26,0
1427,0.25202,27,26,2
1428,0.25219,27,26,0
1429,0.25236,27,26,0
1430,0.25253,27,26,0
1431,0.25270,27,26,0
1432,0.25287,30,27,4
1433,0.25304,30,27,0
1434,0.25321,30,27,0
1435,0.25338,30,27,0
1436,0.25355,30,27,0
1437,0.25372,30,27,0
1438,0.25389,30,30,0
1439,0.25406,30,30,0
1440,0.25423,30,30,0
1441,0.25440,30,30,0
1442,0.25457,30,30,0
1443,0.25474,29,29,0
1444,0.25491,29,29,0
1445,0.25508,29,29,0
1446,0.25525,29,29,0
1447,0.25542,29,29,0
1448,0.25559,29,29,0
1449,0.25576,29,29,0
1450,0.25593,29,29,0
1451,0.25610,29,29,0
1452,0.25627,29,29,0
1453,0.25644,29,29,0
1454,0.25661,29,29,0
1455,0.25678,29,29,0
1456,0.25695,29,29,0
1457,0.25712,29,29,0
1458,0.25729,29,29,0
1459,0.25745,29,29,0
1460,0.25762,29,29,0
1461,0.25780,29,29,0
1462,0.25797,29,29,0
1463,0.25813,29,29,0
1464,0.25830,29,29,0
1465,0.25847,28,28,0
1466,0.25864,28,28,0
1467,0.25881,28,28,0
1468,0.25898,28,28,0
1469,0.25915,28,28,0
1470,0.25932,28,28,0
1471,0.25949,28,28,0
1472,0.25966,28,28,0
1473,0.25983,28,28,0
1474,0.26000,28,28,0
1475,0.26017,28,28,0
1476,0.26034,28,28,0
1477,0.26051,28,28,0
1478,0.26068,28,28,0
1479,0.26085,28,28,0
1480,0.26102,28,28,0
1481,0.26119,28,28,0
1482,0.26136,28,28,0
1483,0.26153,28,28,0
1484,0.26170,28,28,0
1485,0.26187,28,28,0
1486,0.26204,28,28,0
1487,0.26220,28,28,0
1488,0.26237,28,28,0
1489,0.26254,28,28,0
1490,0.26271,28,28,0
1491,0.26288,28,28,0
1492,0.26305,28,28,0
1493,0.26322,28,28,0
1494,0.26339,28,28,0
1495,0.26356,28,28,0
1496,0.26373,28,28,0
1497,0.26390,28,28,0
1498,0.26407,28,28,0
1499,0.26424,28,28,0
1500,0.26441,28,28,0
1501,0.26458,28,28,0
1502,0.26475,28,28,0
1503,0.26492,28,28,0
1504,0.26509,28,28,0
1505,0.26526,28,28,0
1506,0.26543,28,28,0
1507,0.26560,28,28,0
1508,0.26577,28,28,0
1509,0.26594,28,28,0
1510,0.26611,28,28,0
1511,0.26628,28,28,0
1512,0.26645,28,28,0
1513,0.26662,28,28,0
1514,0.26679,28,28,0
1515,0.26696,28,28,0
1516,0.26713,28,28,0
1517,0.26730,28,28,0
1518,0.26747,28,28,0
1519,0.26764,28,28,0
1520,0.26781,28,28,0
1521,0.26798,28,28,0
1522,0.26815,30,28,3
1523,0.26832,30,28,0
1524,0.26849,29,28,0
1525,0.26866,29,28,0
1526,0.26883,29,28,0
1527,0.26900,29,28,0
1528,0.26917,29,29,0
1529,0.26934,29,29,0
1530,0.26951,29,29,0
1531,0.26968,29,29,0
1532,0.26985,29,29,0
1533,0.27002,29,29,0
1534,0.27019,29,29,0
1535,0.27036,29,29,0
1536,0.27053,29,29,0
1537,0.27070,29,29,0
1538,0.27087,29,29,0
1539,0.27104,29,29,0
1540,0.27120,29,29,0
1541,0.27137,29,29,0
1542,0.27154,29,29,0
1543,0.27171,29,29,0
1544,0.27188,29,29,0
1545,0.27205,29,29,0
1546,0.27222,29,29,1
1547,0.27239,29,29,0
1548,0.27256,29,29,0
1549,0.27273,29,29,0
1550,0.27290,29,29,0
1551,0.27307,29,29,0
1552,0.27324,29,29,0
1553,0.27341,29,29,0
1554,0.27358,29,29,0
1555,0.27375,29,29,0
1556,0.27392,29,29,0
1557,0.27409,29,29,0
1558,0.27426,28,28,0
1559,0.27443,28,28,0
1560,0.27460,28,28,0
1561,0.27477,29,27,3
1562,0.27494,29,27,0
1563,0.27511,29,27,0
1564,0.27528,29,27,0
1565,0.27545,29,27,0
1566,0.27562,29,29,0
1567,0.27579,29,29,0
1568,0.27596,29,29,0
1569,0.27613,29,29,0
1570,0.27630,29,29,0
1571,0.27647,29,29,0
1572,0.27664,29,29,0
1573,0.27681,29,29,0
1574,0.27698,29,29,0
1575,0.27715,29,29,0
1576,0.27732,29,29,0
1577,0.27749,29,29,0
1578,0.27766,29,29,0
1579,0.27783,29,29,0
1580,0.27800,29,29,0
1581,0.27816,29,29,0
1582,0.27833,29,29,0
1583,0.27850,28,28,0
1584,0.27867,28,28,0
1585,0.27883,28,28,0
1586,0.27900,27,27,0
1587,0.27917,27,27,0
1588,0.27934,27,27,0
1589,0.27951,27,27,0
1590,0.27968,27,27,0
1591,0.27985,27,27,0
1592,0.28002,26,26,0
1593,0.28019,26,26,0
1594,0.28036,26,26,0
1595,0.28053,26,26,0
1596,0.28070,26,26,0
1597,0.28087,26,26,0
1598,0.28104,26,26,0
1599,0.28121,26,26,0
1600,0.28138,26,26,0
1601,0.28155,26,26,0
1602,0.28172,25,25,0
1603,0.28189,25,25,0
1604,0.28206,25,25,0
1605,0.28223,25,25,0
1606,0.28240,25,25,0
1607,0.28257,25,25,0
1608,0.28274,25,25,0
1609,0.28291,25,25,0
1610,0.28308,25,25,0
1611,0.28325,25,25,0
1612,0.28342,25,25,0
1613,0.28359,25,25,0
1614,0.28376,25,25,0
1615,0.28393,25,25,0
1616,0.28409,25,25,0
1617,0.28426,25,25,0
1618,0.28443,25,25,0
1619,0.28460,25,25,0
1620,0.28477,25,25,0
1621,0.28494,25,25,0
1622,0.28511,25,25,0
1623,0.28528,25,25,0
1624,0.28545,25,25,0
1625,0.28562,25,25,0
1626,0.28579,25,25,0
1627,0.28596,25,25,0
1628,0.28613,25,25,0
1629,0.28630,25,25,0
1630,0.28647,25,25,0
1631,0.28664,27,25,3
1632,0.28681,27,25,0
1633,0.28698,27,25,0
1634,0.28715,27,25,0
1635,0.28732,27,25,0
1636,0.28750,27,25,0
1637,0.28767,27,25,0
1638,0.28784,27,27,0
1639,0.28800,30,27,4
1640,0.28817,30,27,0
1641,0.28834,30,27,0
1642,0.28851,30,27,0
1643,0.28868,30,27,0
1644,0.28885,30,27,0
1645,0.28902,30,27,0
1646,0.28919,30,27,0
1647,0.28936,30,27,0
1648,0.28953,30,27,0
1649,0.28970,30,27,0
1650,0.28987,30,27,0
1651,0.29004,30,27,0
1652,0.29021,30,30,0
1653,0.29037,31,30,2
1654,0.29054,31,30,0
1655,0.29071,31,30,0
1656,0.29088,31,30,0
1657,0.29105,31,30,0
1658,0.29123,31,30,0
1659,0.29139,31,30,0
1660,0.29157,31,30,0
1661,0.29174,31,30,0
1662,0.29191,31,30,0
1663,0.29208,34,30,4
1664,0.29225,34,30,0
1665,0.29242,34,30,0
1666,0.29259,34,31,0
1667,0.29276,34,31,0
1668,0.29293,34,31,0
1669,0.29310,34,31,0
1670,0.29327,34,31,0
1671,0.29344,34,31,0
1672,0.29361,34,31,0
1673,0.29378,34,31,0
1674,0.29395,34,31,0
1675,0.29412,34,31,0
1676,0.29429,34,31,0
1677,0.29446,33,30,0
1678,0.29462,33,30,0
1679,0.29479,33,30,0
1680,0.29496,33,30,0
1681,0.29514,33,30,0
1682,0.29531,33,30,0
1683,0.29548,33,33,0
1684,0.29565,33,33,0
1685,0.29582,33,33,0
1686,0.29599,33,33,0
1687,0.29616,33,33,0
1688,0.29633,33,33,0
1689,0.29650,33,33,0
1690,0.29666,33,33,0
1691,0.29683,36,33,4
1692,0.29700,36,33,0
1693,0.29717,36,33,0
1694,0.29734,36,33,0
1695,0.29751,36,33,0
1696,0.29768,36,33,0
1697,0.29785,36,36,0
1698,0.29802,36,36,0
1699,0.29819,36,36,0
1700,0.29836,36,36,0
1701,0.29853,35,35,0
1702,0.29870,35,35,0
1703,0.29887,35,35,0
1704,0.29904,35,35,0
1705,0.29921,35,35,0
1706,0.29938,35,35,0
1707,0.29955,35,35,0
1708,0.29972,35,35,0
1709,0.29989,35,35,0
1710,0.30006,35,35,0
1711,0.30023,35,35,0
1712,0.30040,35,35,0
1713,0.30057,35,35,0
1714,0.30074,35,35,0
1715,0.30091,35,35,0
1716,0.30108,35,35,0
1717,0.30125,35,35,0
1718,0.30142,35,35,0
1719,0.30159,35,35,0
1720,0.30176,35,35,0
1721,0.30193,35,35,0
1722,0.30210,35,35,0
1723,0.30227,34,34,0
1724,0.30244,34,34,0
1725,0.30261,34,34,0
1726,0.30278,34,34,0
1727,0.30295,34,34,0
1728,0.30311,34,34,0
1729,0.30328,34,34,0
1730,0.30345,34,34,0
1731,0.30362,34,34,0
1732,0.30379,34,34,0
1733,0.30396,34,34,0
1734,0.30413,34,34,0
1735,0.30430,34,34,0
1736,0.30447,35,1,1
1737,0.30464,35,1,0
1738,0.30481,35,1,0
1739,0.30498,34,1,0
1740,0.30515,33,1,0
1741,0.30532,33,1,0
1742,0.30549,33,33,0
1743,0.30566,33,33,0
1744,0.30583,33,33,0
1745,0.30600,33,33,0
1746,0.30617,33,33,0
1747,0.30634,33,33,0
1748,0.30650,33,33,0
1749,0.30668,33,33,0
1750,0.30685,33,33,0
1751,0.30702,33,33,0
1752,0.30719,33,33,0
1753,0.30736,33,33,0
1754,0.30753,32,32,0
1755,0.30770,32,32,0
1756,0.30787,32,32,0
1757,0.30804,32,32,0
1758,0.30821,32,32,0
1759,0.30838,32,32,0
1760,0.30855,32,32,0
1761,0.30872,31,31,0
1762,0.30889,31,31,0
1763,0.30906,31,31,0
1764,0.30923,31,31,0
1765,0.30940,31,31,0
1766,0.30957,31,31,0
1767,0.30974,31,31,0
1768,0.30991,31,31,0
1769,0.31008,31,31,0
1770,0.31025,31,31,0
1771,0.31042,31,31,0
1772,0.31059,31,31,0
1773,0.31076,31,31,0
1774,0.31093,31,31,0
1775,0.31110,31,31,0
1776,0.31127,31,31,0
1777,0.31143,31,31,0
1778,0.31161,31,31,0
1779,0.31178,31,31,0
1780,0.31195,31,31,0
1781,0.31212,31,31,0
1782,0.31229,31,31,0
1783,0.31246,31,31,0
1784,0.31263,31,31,0
1785,0.31280,31,31,0
1786,0.31297,31,31,0
1787,0.31314,31,31,0
1788,0.31331,31,31,0
1789,0.31348,31,31,0
1790,0.31365,31,31,0
1791,0.31382,31,31,0
1792,0.31399,31,31,0
1793,0.31416,31,31,0
1794,0.31432,31,31,0
1795,0.31449,31,31,0
1796,0.31467,31,31,0
1797,0.31484,31,31,0
1798,0.31500,31,31,0
1799,0.31517,31,31,0
1800,0.31534,31,31,0
1801,0.31551,31,31,0
1802,0.31568,31,31,0
1803,0.31585,31,31,0
1804,0.31602,31,31,0
1805,0.31619,31,31,0
1806,0.31636,31,31,0
1807,0.31653,31,31,0
1808,0.31670,33,31,4
1809,0.31687,33,31,0
1810,0.31704,33,31,0
1811,0.31721,33,31,0
1812,0.31738,33,31,0
1813,0.31755,33,33,0
1814,0.31772,33,33,0
1815,0.31789,33,33,0
1816,0.31806,33,33,0
1817,0.31823,33,33,0
1818,0.31840,33,33,0
1819,0.31857,32,32,0
1820,0.31873,32,32,0
1821,0.31890,32,32,0
1822,0.31908,32,32,0
1823,0.31925,32,32,0
1824,0.31942,32,32,0
1825,0.31959,32,32,0
1826,0.31976,32,32,0
1827,0.31993,32,32,0
1828,0.32010,32,32,0
1829,0.32027,32,32,0
1830,0.32044,32,32,0
1831,0.32061,32,32,0
1832,0.32078,32,32,0
1833,0.32095,32,32,0
1834,0.32111,32,32,0
1835,0.32128,32,32,0
1836,0.32145,32,32,0
1837,0.32162,32,32,0
1838,0.32179,32,32,0
1839,0.32196,32,32,0
1840,0.32213,32,32,0
1841,0.32230,31,31,0
1842,0.32247,31,31,0
1843,0.32264,31,31,0
1844,0.32281,31,31,0
1845,0.32298,30,30,0
1846,0.32315,30,30,0
1847,0.32332,30,30,0
1848,0.32349,30,30,0
1849,0.32366,30,30,0
1850,0.32383,30,30,0
1851,0.32400,30,30,0
1852,0.32417,29,29,0
1853,0.32434,29,29,0
1854,0.32450,32,29,4
1855,0.32467,32,29,0
1856,0.32484,32,29,0
1857,0.32501,32,29,0
1858,0.32518,32,29,0
1859,0.32535,32,32,0
1860,0.32552,32,32,0
1861,0.32569,31,31,0
1862,0.32586,31,31,0
1863,0.32603,30,30,0
1864,0.32620,30,30,0
1865,0.32637,30,30,0
1866,0.32654,30,30,0
1867,0.32671,30,30,0
1868,0.32688,30,30,0
1869,0.32705,30,30,0
1870,0.32722,30,30,0
1871,0.32739,30,30,0
1872,0.32756,30,30,0
1873,0.32773,30,30,0
1874,0.32790,29,29,0
1875,0.32807,29,29,0
1876,0.32824,30,27,1
1877,0.32841,30,27,0
1878,0.32858,30,27,0
1879,0.32875,30,27,0
1880,0.32892,30,30,0
1881,0.32909,30,30,0
1882,0.32926,30,30,0
1883,0.32943,30,30,0
1884,0.32960,30,30,0
1885,0.32977,30,30,0
1886,0.32994,30,30,0
1887,0.33011,30,30,0
1888,0.33028,30,30,0
1889,0.33045,30,30,0
1890,0.33062,30,30,0
1891,0.33079,30,30,0
1892,0.33096,30,30,0
1893,0.33113,29,29,0
1894,0.33130,29,29,0
1895,0.33147,29,29,0
1896,0.33164,29,29,0
1897,0.33181,29,29,0
1898,0.33198,29,29,0
1899,0.33215,29,29,0
1900,0.33232,29,29,0
1901,0.33249,29,29,0
1902,0.33266,29,29,0
1903,0.33283,32,29,4
1904,0.33300,32,29,0
1905,0.33317,32,29,0
1906,0.33334,32,29,0
1907,0.33351,32,29,0
1908,0.33368,32,29,0
1909,0.33385,32,32,0
1910,0.33402,32,32,0
1911,0.33419,32,32,0
1912,0.33436,32,32,0
1913,0.33453,32,32,0
1914,0.33470,32,32,0
1915,0.33487,33,1,1
1916,0.33504,33,1,0
1917,0.33521,33,1,0
1918,0.33538,33,1,0
1919,0.33555,33,33,0
1920,0.33572,33,33,0
1921,0.33589,33,33,0
1922,0.33606,32,32,0
1923,0.33623,32,32,0
1924,0.33640,32,32,0
1925,0.33657,33,32,2
1926,0.33674,33,32,0
1927,0.33691,33,32,0
1928,0.33708,33,32,0
1929,0.33725,33,33,0
1930,0.33742,33,33,0
1931,0.33759,33,33,0
1932,0.33776,33,33,0
1933,0.33793,33,33,0
1934,0.33810,33,33,0
1935,0.33827,36,33,4
1936,0.33844,35,32,0
1937,0.33861,35,32,0
1938,0.33878,35,32,0
1939,0.33895,35,32,0
1940,0.33912,35,35,0
1941,0.33929,35,35,0
1942,0.33946,35,35,0
1943,0.33963,35,35,0
1944,0.33980,35,35,0
1945,0.33997,35,35,0
1946,0.34014,35,35,0
1947,0.34031,35,35,0
1948,0.34048,35,35,0
1949,0.34065,35,35,0
1950,0.34082,35,35,0
1951,0.34098,35,35,0
1952,0.34115,35,35,0
1953,0.34133,36,35,2
1954,0.34149,36,35,0
1955,0.34167,36,35,0
1956,0.34184,36,35,0
1957,0.34200,36,36,0
1958,0.34217,36,36,0
1959,0.34234,36,36,0
1960,0.34252,35,35,0
1961,0.34269,35,35,0
1962,0.34286,35,35,0
1963,0.34303,35,35,0
1964,0.34319,35,35,0
1965,0.34336,35,35,0
1966,0.34353,35,35,0
1967,0.34370,35,35,0
1968,0.34387,35,35,0
1969,0.34404,35,35,0
1970,0.34421,35,35,0
1971,0.34438,35,35,0
1972,0.34456,35,35,0
1973,0.34473,35,35,0
1974,0.34490,36,35,2
1975,0.34506,36,35,0
1976,0.34523,36,35,0
1977,0.34540,36,35,0
1978,0.34557,36,35,0
1979,0.34574,36,35,0
1980,0.34591,36,35,0
1981,0.34608,35,34,0
1982,0.34625,35,35,0
1983,0.34642,35,35,0
1984,0.34659,35,35,0
1985,0.34676,35,35,0
1986,0.34693,35,35,0
1987,0.34710,35,35,0
1988,0.34727,35,35,0
1989,0.34744,35,35,0
1990,0.34761,35,35,0
1991,0.34778,35,35,0
1992,0.34795,35,35,0
1993,0.34812,35,35,0
1994,0.34829,35,35,0
1995,0.34846,35,35,0
1996,0.34862,35,35,0
1997,0.34879,35,35,0
1998,0.34897,35,35,0
1999,0.34914,35,35,0
2000,0.34930,35,35,0
2001,0.34947,35,35,0
2002,0.34964,35,35,0
2003,0.34981,34,34,0
2004,0.34998,34,34,0
2005,0.35015,34,34,0
2006,0.35032,34,34,0
2007,0.35049,34,34,0
2008,0.35066,34,34,0
2009,0.35083,34,34,0
2010,0.35100,34,34,0
2011,0.35117,34,34,0
2012,0.35134,34,34,0
2013,0.35151,34,34,0
2014,0.35168,33,33,0
2015,0.35185,33,33,0
2016,0.35202,33,33,0
2017,0.35219,33,33,0
2018,0.35236,33,33,0
2019,0.35253,33,33,0
2020,0.35270,33,33,0
2021,0.35287,33,33,0
2022,0.35304,33,33,0
2023,0.35321,33,33,0
2024,0.35338,33,33,0
2025,0.35355,33,33,0
2026,0.35372,33,33,0
2027,0.35389,33,33,0
2028,0.35406,33,33,0
2029,0.35424,33,33,0
2030,0.35440,33,33,0
2031,0.35458,33,33,0
2032,0.35475,33,33,0
2033,0.35491,33,33,0
2034,0.35508,33,33,0
2035,0.35525,33,33,0
2036,0.35542,33,33,0
2037,0.35560,33,33,0
2038,0.35576,33,33,0
2039,0.35593,33,33,0
2040,0.35610,33,33,0
2041,0.35627,33,33,0
2042,0.35644,33,33,0
2043,0.35661,33,33,0
2044,0.35678,33,33,0
2045,0.35695,33,33,0
2046,0.35712,33,33,0
2047,0.35729,33,33,0
2048,0.35746,33,33,0
2049,0.35763,33,33,0
2050,0.35780,33,33,0
2051,0.35797,33,33,0
2052,0.35814,33,33,0
2053,0.35830,33,33,0
2054,0.35847,33,33,0
2055,0.35864,33,33,0
