case_id,lat,lon,alt,pitch,yaw,roll,rendered,hit,false_positives,false_negatives
0,-42.101322,-148.27498,5.772822,-49.94023,135.23767,-170.76099,0,0,0,0
1,-8.962181,-137.3544,8.738147,89.034164,307.15298,-0.116378784,0,0,0,0
2,24.140167,130.12424,5.964708,-73.66497,50.475525,162.03177,0,0,0,0
3,72.17442,140.20883,5.505094,-57.50702,198.03078,-86.77195,12,12,0,0
4,75.33069,115.74036,1.5529492,59.291046,168.09203,-158.14624,0,0,0,0
5,-81.18261,13.423965,8.299612,62.15979,245.1305,-42.927094,4,4,0,0
6,14.561661,70.70299,7.113664,39.351257,356.50348,-18.088974,0,0,0,0
7,-68.35251,-111.026115,4.473796,-67.1398,276.75534,33.73938,0,0,0,0
8,51.78949,-39.811905,2.1577008,-41.029297,6.87051,-79.93013,14,14,0,0
9,-28.225384,137.83182,9.55879,-55.31425,313.66837,29.636261,0,0,0,0
10,-27.764217,-66.84212,1.2936027,86.39462,37.070183,151.74493,12,10,2,0
11,51.974976,-24.135757,7.100613,-34.800373,42.693535,3.324051,13,13,0,0
12,-65.04631,-92.32929,6.0409617,35.608406,176.64478,-104.51728,0,0,0,0
13,-46.358906,69.941925,8.818228,57.052704,250.98093,122.21167,0,0,0,0
14,-16.721092,-124.86343,1.2629126,7.166359,234.602,175.61545,7,4,3,0
15,-12.5863495,88.93341,4.302654,-81.80287,27.810873,117.260956,0,0,0,0
16,81.38431,107.89273,1.6865221,-20.412895,101.942,-3.639923,7,7,0,0
17,57.96347,148.95654,1.9758115,-33.114876,190.81229,-84.9257,13,13,0,0
18,-16.343315,-175.52533,6.4798117,-23.99736,170.7856,-88.262184,0,0,0,0
19,15.892845,72.26274,5.5279136,18.640396,83.4699,-43.260406,0,0,0,0
20,-13.885338,156.95752,2.354175,75.74898,341.97934,25.688889,5,4,1,0
21,72.224594,-170.87091,2.5521033,7.3897552,180.79573,162.80844,0,0,0,0
22,81.58632,74.74263,8.160938,-34.41438,203.05219,66.75751,2,2,0,0
23,-76.5521,-57.86673,4.5951138,47.942352,350.0395,-166.21805,12,10,2,0
24,12.865227,-70.83559,6.450808,30.2314,168.39832,-88.27773,0,0,0,0
25,37.589478,2.1861877,0.34269404,62.004074,263.3131,145.47934,0,0,0,0
26,40.563957,13.292709,9.964953,86.90434,223.56206,102.546936,0,0,0,0
27,-75.72114,15.697632,6.158548,-45.085403,269.00424,-171.33554,0,0,0,0
28,74.88341,-18.694717,3.5264955,13.552826,205.49901,-168.97368,0,0,0,0
29,-15.723427,32.24948,0.69554126,-64.70534,38.854115,-87.694954,0,0,0,0
30,-36.982964,21.80571,4.301121,85.46567,240.68884,35.502594,8,7,1,0
31,-23.565971,72.15193,2.7979233,74.79086,317.5739,19.839813,1,1,0,0
32,26.408478,89.46161,5.895596,-40.051277,52.974678,-95.97303,0,0,0,0
33,-67.44629,-56.742516,4.4133143,50.105743,231.8758,117.82834,4,4,0,0
34,-35.4184,69.33798,4.2629147,-26.24479,263.00397,8.341629,0,0,0,0
35,43.118576,66.40761,2.7332075,54.500443,345.7926,106.358826,0,0,0,0
36,64.76137,-121.698746,5.882843,2.9575958,251.14598,-176.94308,0,0,0,0
37,-10.640717,-161.11253,8.280738,-49.04246,139.1618,170.58853,0,0,0,0
38,29.004646,37.86818,1.1866024,-0.051704407,205.7609,154.39893,10,7,3,0
39,-60.37188,-124.736755,8.164469,84.19159,276.14838,-137.20769,9,8,1,0
40,-46.940533,102.87543,8.69444,67.25682,308.6954,-147.09755,4,4,0,0
41,30.548294,154.97739,6.216939,13.69474,320.68185,94.29352,0,0,0,0
42,43.671494,-19.655762,7.8348455,-47.129147,179.87971,34.42398,0,0,0,0
43,-44.09267,-123.923416,4.236726,-64.994965,285.68246,66.65306,0,0,0,0
44,-46.443417,-97.08449,0.9141542,56.748642,352.90158,-36.149628,11,11,0,0
45,-11.236542,-135.55232,1.0527825,61.38492,92.9511,-18.508652,0,0,0,0
46,15.758102,-48.769806,7.2052913,-36.789577,83.431305,165.8776,7,7,0,0
47,44.733505,-162.06372,8.629781,-56.90266,110.59871,-61.68242,0,0,0,0
48,71.6077,109.629944,4.624409,-81.10389,282.37378,-22.765167,8,7,1,0
49,66.931335,-165.27678,6.933224,-73.532974,264.88943,-80.25759,12,12,0,0
50,-40.99159,129.55307,6.964164,-79.022964,295.62183,-115.27105,0,0,0,0
51,-44.474785,85.33383,1.7730753,-20.085594,353.37292,93.448,0,0,0,0
52,-9.741196,5.000992,7.152381,-54.69103,22.286201,3.4842072,0,0,0,0
53,27.383347,177.65509,2.3446498,-20.850258,316.18088,30.291138,12,12,0,0
54,-38.863266,154.44974,9.504862,29.214157,233.2771,179.75238,13,11,2,0
55,-26.22419,-105.66451,7.685526,8.714851,32.362278,-152.08598,6,6,0,0
56,35.461815,133.58185,6.441088,48.579666,162.1123,92.66803,0,0,0,0
57,-63.398026,-128.05737,3.7672186,2.0599976,98.13307,-100.762085,0,0,0,0
58,-78.14497,-166.78616,7.6315513,-26.040321,169.82687,-20.675705,0,0,0,0
59,56.11209,-38.746017,5.440371,67.34349,93.91465,35.214676,0,0,0,0
60,-58.085632,6.793396,2.0454898,-4.6307755,95.8593,177.54376,10,8,2,0
61,-14.408264,98.05505,9.952208,11.14135,297.03653,-78.78904,0,0,0,0
62,-18.474709,141.84259,5.867756,-49.543236,196.78934,-69.28003,0,0,0,0
63,80.977875,-56.179405,1.2550135,37.254745,286.97803,176.40036,0,0,0,0
64,9.524651,59.7209,1.7535768,55.74321,144.80243,-50.89621,7,5,2,0
65,65.87537,125.653564,6.82436,-37.197544,220.02405,-124.46179,12,12,0,0
66,-59.56311,-161.91624,7.389956,-54.385128,287.75546,-8.089462,0,0,0,0
67,24.942589,74.85689,1.2058665,-81.21389,200.20987,82.49448,13,12,1,0
68,60.50128,-59.588753,3.8324652,88.757706,102.71937,104.62216,0,0,0,0
69,-48.885098,153.51309,3.0092173,-32.68451,103.43008,134.91916,0,0,0,0
70,48.708893,-73.0176,6.586178,-23.279366,24.873217,-164.1402,12,12,0,0
71,64.63486,8.446686,4.568194,72.681564,141.58647,129.41559,0,0,0,0
72,-62.93187,-28.330505,4.899492,-55.704845,323.62466,-71.79837,0,0,0,0
73,84.3577,-58.055725,5.985476,-71.5354,23.650112,106.59677,17,16,1,0
74,-63.182556,138.92786,7.239591,26.39885,147.83223,-92.67891,1,1,0,0
75,-75.6989,-61.392212,7.7809577,-12.134987,60.512363,-154.60089,0,0,0,0
76,9.804176,25.355911,3.4183054,-78.84962,312.004,-156.17964,0,0,0,0
77,80.90765,77.71518,8.862325,49.44432,90.500046,26.029358,0,0,0,0
78,-63.251938,20.200546,6.3371,33.823357,165.34792,-107.86582,8,8,0,0
79,18.989143,30.46408,9.036657,75.46376,112.429665,-149.08086,0,0,0,0
80,-3.3916626,129.18283,8.819963,21.366508,215.54865,-59.12108,10,10,0,0
81,46.82115,111.47333,7.7817883,45.00804,123.0756,-16.937592,0,0,0,0
82,33.773026,-43.981064,3.5029368,-57.822,309.146,-0.97787476,4,3,1,0
83,-26.643211,-36.08281,3.4961803,9.081863,345.9275,-48.88945,5,4,1,0
84,2.2893295,-73.98848,6.249025,-19.179123,180.38982,-127.752884,0,0,0,0
85,-46.9717,47.667496,9.946072,-60.13359,248.11157,140.60052,0,0,0,0
86,18.853699,-33.913696,6.0572586,-17.632378,270.44672,13.888184,0,0,0,0
87,-43.894592,29.818481,9.128636,-88.67634,232.35123,-139.30936,0,0,0,0
88,38.780495,-134.35098,6.934641,76.061005,88.83304,124.81085,0,0,0,0
89,-44.92108,146.9696,2.269906,-66.66421,260.84137,-14.220764,0,0,0,0
90,-8.33213,-127.362335,9.699737,-67.02111,118.9495,86.61264,0,0,0,0
91,70.03856,178.64093,3.1762114,66.5672,197.91211,41.38115,0,0,0,0
92,65.97966,169.14505,4.1866536,7.3904724,39.59253,-17.480988,0,0,0,0
93,-41.48631,121.196594,0.65788865,50.23671,268.35632,-146.36307,14,12,2,0
94,24.2621,120.986694,4.8181567,56.491333,164.317,10.349716,0,0,0,0
95,7.7455826,-98.3491,9.244001,59.98755,118.29637,131.83005,0,0,0,0
96,43.213974,85.5889,5.016686,-1.795044,130.52557,101.93039,4,4,0,0
97,-40.13978,-119.2677,9.90683,-61.957726,95.464935,43.286697,0,0,0,0
98,5.3290863,12.572479,8.422004,-68.26179,120.15967,-126.67555,2,0,2,0
99,-7.0898666,24.580154,5.0148673,42.83046,175.77475,10.033493,4,4,0,0
100,-8.670265,-38.59372,7.384238,-29.421906,263.86688,-19.739563,0,0,0,0
101,-26.745838,34.449326,4.2330956,70.27661,333.05252,46.588165,0,0,0,0
102,5.1099625,-169.49345,1.7010628,42.617508,90.5201,-76.87048,0,0,0,0
103,-52.756138,-66.20238,0.58926624,-16.064407,118.81183,-111.74233,1,0,1,0
104,65.40727,2.156189,3.0677772,37.09742,333.963,35.928314,0,0,0,0
105,52.685287,-17.869064,8.424951,36.163315,348.94028,49.31949,0,0,0,0
106,-29.078316,17.619644,3.209011,3.0528336,138.8574,3.522171,9,9,0,0
107,-56.955055,-45.018677,7.450106,-32.48995,164.17542,160.4606,0,0,0,0
108,-41.899246,46.827835,6.160837,-31.049671,77.50672,21.603607,0,0,0,0
109,69.86859,79.39285,9.6199045,36.523888,101.24496,24.849121,0,0,0,0
110,-56.690643,-72.99142,7.6720104,78.204346,239.53152,3.7210999,6,5,1,0
111,71.381714,-115.709755,8.052582,-82.84817,301.54593,-77.7859,10,10,0,0
112,13.603035,-5.36261,7.193108,-19.739975,26.271269,-110.24673,0,0,0,0
113,-72.25963,-44.894714,9.707051,5.9261475,354.238,20.30774,0,0,0,0
114,-57.17643,105.08325,0.4223023,61.929764,251.78772,-119.79674,15,11,4,0
115,65.901215,152.03622,6.039026,6.1232224,160.62573,-76.874344,0,0,0,0
116,-27.764458,164.32507,2.8765302,-51.32857,322.3449,-129.3115,0,0,0,0
117,39.579353,-178.68533,8.354417,-38.917282,216.70502,-164.73997,7,5,2,0
118,37.422752,-172.88672,7.4567995,10.495216,276.24078,-28.999191,8,7,1,0
119,42.262863,-141.14427,7.078744,-46.125732,160.74854,-128.23975,0,0,0,0
120,-64.336945,145.95178,1.4763892,-47.81288,275.8652,123.111664,0,0,0,0
121,33.752747,95.66556,6.661304,-44.500584,282.8052,-107.12327,0,0,0,0
122,80.50052,-34.724854,1.1206841,-47.4638,313.85962,162.49796,19,19,0,0
123,-26.803051,-35.618088,0.33286625,88.81616,342.98883,173.06226,15,15,0,0
124,-17.266403,105.1962,3.807409,-37.746704,105.25341,-42.837006,0,0,0,0
125,-65.91265,56.322525,1.4356284,0.37371826,215.43063,63.606384,7,5,2,0
126,-30.461987,29.198914,1.4159957,15.268585,307.45148,68.72781,0,0,0,0
127,-60.81169,108.41629,0.5441861,37.344772,124.7711,178.27734,16,15,1,0
128,-34.056747,-139.8485,9.854845,-46.904327,179.94884,-130.03229,0,0,0,0
129,75.86568,-150.60788,0.096271664,-48.256836,132.06566,41.3472,21,19,2,0
130,-84.61877,179.0151,2.9352298,66.94946,205.64632,-136.8307,18,18,0,0
131,-35.21512,-135.3992,0.7520066,79.11397,56.979427,147.37433,19,14,5,0
132,-1.4739685,50.6223,1.0205812,67.30548,285.64322,-86.31731,0,0,0,0
133,-72.55301,88.844574,6.20042,83.883865,33.14628,-167.88097,11,11,0,0
134,42.143387,-69.09841,7.419929,-44.411873,49.38126,-36.955963,10,10,0,0
135,-49.46869,106.58951,5.6319833,-51.44086,183.56664,83.96695,0,0,0,0
136,-67.8313,-0.07849121,7.9942183,-62.324673,352.01517,156.04349,0,0,0,0
137,67.51346,128.93579,5.5959086,8.958847,152.91957,-4.764862,0,0,0,0
138,-2.2677383,35.13054,1.9442775,-16.092972,80.884926,-73.88681,12,11,1,0
139,40.527542,166.72061,5.4609675,-57.329395,43.66383,122.73596,0,0,0,0
140,35.350616,-170.83281,4.2491713,45.285202,122.96443,-6.5889435,0,0,0,0
141,7.941208,49.129166,3.1985667,82.916565,72.803,-163.02588,0,0,0,0
142,-64.997475,-33.384766,2.7236955,0.5526657,155.16182,159.97433,0,0,0,0
143,65.6124,147.1882,0.7068504,15.017052,316.1897,-50.649124,6,3,3,0
144,-17.691406,-15.920471,5.1637635,73.83836,289.34634,-83.68119,0,0,0,0
145,22.29641,-128.48242,0.3945592,77.63931,197.24382,36.7518,0,0,0,0
146,-26.466919,27.956879,4.548432,-12.443443,253.9767,-36.141693,0,0,0,0
147,-67.827805,103.714355,7.2434087,-83.98102,346.95987,132.89178,0,0,0,0
148,62.62674,-25.722458,2.7673182,20.24733,44.20616,-32.480667,0,0,0,0
149,9.956436,-29.254929,3.0677328,-20.658348,192.07841,-14.206894,0,0,0,0
150,12.029442,144.99161,5.842158,-15.953835,302.33896,-177.07378,3,3,0,1
151,-63.42565,61.720627,2.1901445,19.47213,198.2964,-29.228683,11,10,1,0
152,21.451302,-74.9239,6.111254,-78.53025,60.513496,-67.46862,0,0,0,0
153,-14.1441345,156.4289,0.25195846,33.21885,145.39175,-81.69615,9,8,1,0
154,61.351044,34.83722,9.345562,66.20584,7.486971,35.066147,0,0,0,0
155,-14.774086,145.00034,0.3771327,-44.67909,21.136974,126.156525,0,0,0,0
156,-49.669537,-98.21721,7.2651772,-2.4056015,91.396614,-177.31335,0,0,0,0
157,-14.142357,-51.918686,3.4084744,34.34532,130.8767,-84.85724,0,0,0,0
158,78.163574,26.4402,8.424944,23.487747,160.37251,-9.80986,0,0,0,0
159,-69.74277,96.8902,1.4348624,88.68187,349.64444,-22.109283,11,10,1,0
160,-1.3207092,-113.50534,2.9379773,-48.82292,192.87688,-69.32331,0,0,0,0
161,67.749146,42.531464,6.3282323,24.823105,333.69336,99.993195,0,0,0,0
162,-20.783623,13.622513,9.005805,-8.92717,359.64508,-97.96897,0,0,0,0
163,0.8305054,-6.057724,7.509082,85.117096,78.31609,122.915375,0,0,0,0
164,-74.13054,47.395233,1.7239189,-57.17342,169.10306,98.59985,0,0,0,0
165,67.86331,-66.15275,5.6592374,57.180206,298.82858,-131.96483,0,0,0,0
166,6.244728,140.62842,7.131448,58.58171,358.13635,-47.560684,0,0,0,0
167,-29.92662,-7.9042053,1.6006413,-37.842323,41.593082,-48.808105,10,8,2,0
168,23.944199,-139.44865,6.973737,3.0406036,120.08577,-1.4919891,0,0,0,0
169,-36.67536,-34.242737,2.0588968,-75.980835,181.95515,107.117096,0,0,0,0
170,81.49722,-19.828476,2.1465619,-64.96434,351.84448,88.18005,11,10,1,0
171,-52.362453,-174.65092,6.530338,27.077148,315.9698,13.123703,10,10,0,0
172,10.958054,44.209976,5.290729,40.291718,291.93182,65.45364,0,0,0,0
173,-10.07959,-103.42746,1.9713585,-66.08465,42.79137,131.42773,0,0,0,0
174,23.888115,163.98145,5.5058265,-69.93251,211.41849,110.22977,4,4,0,0
175,77.882355,-143.06854,4.528759,60.914886,244.60313,179.47794,0,0,0,0
176,-25.0582,105.595184,0.6518521,85.363266,229.57854,-156.96353,15,12,3,0
177,5.596695,96.60861,0.029859059,33.56552,60.960228,127.66809,7,2,5,0
178,-54.225384,-14.14917,5.207497,11.382576,176.14265,55.573196,0,0,0,0
179,-6.3166122,82.975006,7.451125,88.7496,104.42211,73.80736,0,0,0,0
180,-31.507778,140.2049,4.153811,51.935318,112.02825,-138.54945,0,0,0,0
181,-30.420536,-21.892838,2.0840647,-23.813835,234.34894,113.723175,0,0,0,0
182,-19.640686,-22.817795,5.8520055,-1.5303116,130.42093,151.50034,2,2,0,0
183,65.86604,-31.31337,7.617135,36.222717,95.73698,-22.627762,0,0,0,0
184,-46.012997,43.60794,9.384157,-86.57939,310.08258,-151.96902,0,0,0,0
185,7.1207047,137.65811,8.852416,-3.8379593,279.9682,89.834015,0,0,0,0
186,19.717453,95.03482,4.325546,-7.4379883,342.7612,-17.596817,0,0,0,0
187,28.264137,-162.98029,9.275807,72.311874,254.34875,46.562332,0,0,0,0
188,-70.57544,95.74075,3.4173808,-63.949493,246.57684,110.3009,0,0,0,0
189,59.86949,-68.87862,0.19947423,9.944519,97.31168,-57.730507,10,8,2,0
190,-26.550674,2.6715393,1.108675,-37.151955,67.25974,109.07266,10,9,1,0
191,78.403534,-150.1539,0.6953277,18.354301,206.15855,2.818573,0,0,0,0
192,64.88887,37.704285,3.4360032,68.21088,159.11441,-28.48172,0,0,0,0
193,-28.131916,-158.95123,0.038258173,43.200058,74.21529,179.49814,16,14,2,0
194,37.957565,2.605713,7.209904,-71.06745,127.585655,20.495575,7,5,2,0
195,33.810677,-178.37198,6.877889,-16.679695,204.27693,15.055054,2,2,0,0
196,-0.36067963,-118.93898,8.976671,-73.971886,5.301088,98.72281,0,0,0,0
197,11.173035,-3.394165,1.8575954,84.20863,155.2166,-99.13996,0,0,0,0
198,-43.65048,102.14804,6.724291,19.547478,123.4651,-21.84874,4,4,0,0
199,-56.053772,-134.41013,2.8995376,65.336685,208.63335,-105.419075,10,10,0,0
200,19.825577,-70.36835,9.801255,-84.79502,190.47952,83.2829,0,0,0,0
201,-42.89875,-114.0062,4.874462,83.51224,192.41425,-82.261154,7,6,1,0
202,-11.035385,91.45349,5.017036,47.512924,339.66577,-87.19127,0,0,0,0
203,-52.236355,72.39018,7.8750157,19.460144,248.08543,-157.4778,0,0,0,0
204,36.827377,13.792084,9.392933,69.1066,157.96356,-86.0577,0,0,0,0
205,-16.898872,-18.628601,0.8113275,-80.186806,138.82726,-132.76654,2,0,2,0
206,24.526672,-85.93186,2.5320747,40.94806,77.48122,53.82338,0,0,0,0
207,56.892776,-58.70665,9.547605,-28.29921,265.02844,-130.25632,0,0,0,0
208,-63.78055,97.27026,4.077296,23.096413,241.77257,-57.632797,5,5,0,0
209,-64.751366,-123.723206,1.2984979,52.122696,84.25443,118.33002,13,13,0,0
210,61.92122,-30.023987,4.2256713,-69.26796,328.71527,50.933884,7,7,0,0
211,34.448456,83.841705,9.503973,19.295532,162.50461,49.270782,5,5,0,0
212,-62.638718,96.443085,7.76843,-54.877914,301.86588,61.193054,0,0,0,0
213,66.36836,135.54935,5.9014606,-21.84076,133.63376,-169.4263,0,0,0,0
214,22.597916,-88.85394,4.625013,14.214996,352.16635,-171.4409,11,11,0,0
215,49.464096,80.02719,9.014011,-22.768509,53.812477,161.21149,0,0,0,0
216,-56.388012,-7.866791,2.3400214,82.55142,181.87718,-105.42862,13,10,3,0
217,-4.2203064,-62.248383,0.77322584,78.99698,127.901726,165.24069,9,7,2,0
218,83.59784,-110.4211,8.511804,35.17894,32.61196,12.594986,0,0,0,0
219,66.95029,46.963425,5.495687,-8.980484,354.61636,170.17813,0,0,0,0
220,-76.82982,-126.093994,3.6214414,5.258339,189.34879,1.2166901,0,0,0,0
221,-25.33218,-129.90884,7.931674,9.964256,287.35278,49.010025,9,8,1,0
222,1.2058258,-62.146164,7.2308593,-59.951317,102.292885,129.71133,0,0,0,0
223,13.578377,160.0574,9.604878,35.717537,277.5556,95.20932,5,5,0,0
224,-39.46121,-83.13365,3.0188448,64.95882,158.4661,129.9534,2,1,1,0
225,37.079887,155.84247,5.1618967,-62.208023,257.4986,-29.864609,9,9,0,0
226,-24.772156,2.1756134,0.623696,-29.647175,224.8977,-20.851135,0,0,0,0
227,38.989067,-73.31853,2.9502258,-78.79593,129.35414,-7.8081512,8,7,1,0
228,-21.385101,-69.0444,4.761263,30.796799,335.292,-72.237404,5,5,0,0
229,-73.45391,74.26874,6.5435405,-55.987896,157.42752,127.117065,0,0,0,0
230,-6.106682,-92.07865,4.587131,-88.56535,342.04718,-142.98416,0,0,0,0
231,22.726044,92.345245,6.4329696,-16.298393,210.42964,48.7825,9,9,0,0
232,-18.595383,-77.25163,8.771695,-58.819847,125.501114,-59.67095,0,0,0,0
233,-31.67429,13.043854,3.6031513,-65.39397,30.664019,129.87381,0,0,0,0
234,39.382484,-22.312607,4.256872,17.41307,242.27847,-6.914856,0,0,0,0
235,26.79451,-20.63266,9.211797,-56.449936,277.00302,71.829926,0,0,0,0
236,-32.63712,-130.25052,9.163206,-68.13343,104.61435,25.087967,0,0,0,0
237,-2.7217102,33.17421,7.0915203,55.903076,218.52785,-106.58532,0,0,0,0
238,-36.021263,141.83627,2.8161128,12.393578,232.5297,-79.908905,15,15,0,0
239,-6.1551743,-21.952621,8.2926855,69.23024,285.70782,167.29657,0,0,0,0
240,23.358353,147.19077,8.360016,-59.700436,90.7331,-143.22806,0,0,0,0
241,81.35965,-13.579407,9.386023,-3.2711334,135.99362,-75.989006,0,0,0,0
242,56.845932,61.543365,5.929125,-52.070816,32.12421,-64.473724,1,1,0,0
243,50.98108,-169.66222,8.743748,-32.362747,260.69955,92.68054,13,13,0,0
244,-80.736786,87.32803,6.843598,6.1943665,119.773735,85.457825,0,0,0,0
245,-19.256943,105.22006,7.517966,56.80385,130.05008,-82.13191,0,0,0,0
246,-78.56921,-95.65595,1.7998536,36.73133,209.25499,-24.061539,10,8,2,0
247,59.194702,-93.984276,4.535073,40.603928,3.265086,161.9375,0,0,0,0
248,73.168045,71.23787,8.523767,88.3739,3.2019477,-172.88649,0,0,0,0
249,62.565247,-94.89216,6.8249326,21.391624,300.5595,-7.7026825,0,0,0,0
250,83.49022,-27.819626,6.855511,2.6308517,39.968998,-136.27252,0,0,0,0
251,-61.57697,71.35489,0.0035690796,27.674324,83.93195,102.90234,28,24,4,0
252,-22.77837,-46.885498,1.7347807,-62.14538,348.2671,-153.35503,0,0,0,0
253,-68.70246,79.6391,5.2281213,-17.80249,243.61714,-130.61218,0,0,0,0
254,39.743607,-98.05198,7.055169,-73.211105,69.65162,-153.5579,3,3,0,0
255,-81.76708,110.297516,1.9428133,35.127068,157.07784,-172.78854,13,13,0,0
256,34.095863,-62.933228,5.8564243,-72.8174,0.73664767,-86.55701,6,6,0,0
257,44.74199,-172.189,8.134693,44.51686,77.41045,-27.821533,0,0,0,0
258,57.150253,-41.45685,4.8233542,70.15788,17.010958,-11.423157,0,0,0,0
259,34.12934,-101.87393,2.317889,-88.75113,358.03992,-47.275803,8,8,0,0
260,4.075508,-53.5851,3.560113,-43.980633,350.13046,49.430084,8,8,0,0
261,25.65239,53.984406,3.9651186,0.63358307,230.57854,113.32971,0,0,0,0
262,-77.18833,100.4093,1.6086397,32.192444,300.56226,-144.13104,10,10,0,0
263,59.488983,47.6353,1.6052333,27.857925,22.724112,-81.55498,0,0,0,0
264,12.773125,5.487442,8.679978,32.977844,297.45523,-90.39259,0,0,0,0
265,-41.01955,-159.69414,0.3055118,49.46852,353.07166,96.29541,19,18,1,0
266,84.498886,57.584167,6.067242,-54.189705,347.61227,-67.90478,8,8,0,0
267,43.118805,147.80402,2.7574785,48.077377,209.71469,171.94525,0,0,0,0
268,39.468857,-166.08192,9.708968,13.7083435,245.43889,-104.89841,0,0,0,0
269,84.74681,-128.3706,0.68498325,42.477936,229.51035,68.99487,0,0,0,0
270,81.80487,62.246735,7.871612,-71.39672,165.7436,88.368866,11,11,0,0
271,-77.560326,-5.0330353,5.793298,0.35871124,304.88345,149.28503,0,0,0,0
272,-73.92471,173.4426,8.919935,-64.76559,351.26483,38.71164,0,0,0,0
273,76.537186,-147.06152,1.9779799,-44.19804,175.04497,-90.01551,11,10,1,0
274,47.921814,71.76381,7.14403,-49.701786,136.79918,144.93631,14,14,0,0
275,82.29494,-143.51324,3.012248,58.755234,228.49916,-32.56491,0,0,0,0
276,76.72731,87.19568,7.111736,46.538895,241.80649,-97.044235,0,0,0,0
277,-54.376534,-0.73220825,2.4316292,-31.33707,193.7151,167.12979,0,0,0,0
278,12.043503,4.237137,9.515198,-63.53212,113.36646,5.47435,0,0,0,0
279,-30.61597,126.92566,4.834614,-70.55449,324.837,69.198654,0,0,0,0
280,-42.003044,-48.492188,3.980318,-4.6002502,191.36157,-149.38167,0,0,0,0
281,20.70977,118.12521,0.3180833,-31.98605,59.308792,-131.2227,0,0,0,0
282,62.39264,-93.44981,6.8078375,-71.50806,337.76196,83.88663,12,11,1,0
283,32.321045,16.717606,6.26625,3.5067596,14.287749,-99.36655,0,0,0,0
284,9.7332,60.20218,4.114821,51.47606,161.8865,87.79669,5,5,0,0
285,3.3035812,-115.586365,3.211862,-80.56275,318.72202,-152.57373,0,0,0,0
286,9.873215,54.91504,3.3452764,-60.232117,223.51563,-136.39915,1,1,0,0
287,17.31836,-46.66008,3.9884272,-44.061657,247.9674,-59.026627,0,0,0,0
288,-3.4731293,-118.60851,8.618664,45.64395,305.73074,-0.55200195,5,5,0,0
289,-11.288193,-52.147186,7.892198,24.292664,257.81808,55.900757,0,0,0,0
290,82.347855,-92.08074,7.8850493,48.17195,39.355064,-10.634552,0,0,0,0
291,79.49519,134.98526,4.072675,10.935165,44.826397,-114.949486,0,0,0,0
292,-80.19956,126.77487,2.3556442,-14.417473,50.871178,-62.56378,0,0,0,0
293,52.66188,-87.09872,0.87037814,-56.883976,29.78686,-123.97865,13,11,2,0
294,-70.45989,-127.92722,1.1774888,4.7700653,95.69004,-28.453415,0,0,0,0
295,-50.188766,-83.266495,0.32062605,13.411118,71.25898,178.21695,23,18,5,0
296,-79.477104,73.434784,6.821027,7.6097946,88.646576,61.07892,0,0,0,0
297,-66.45212,31.178238,9.542089,-34.73233,106.00434,-20.222885,0,0,0,0
298,18.561852,119.85477,9.149317,-21.221176,313.59686,142.92493,0,0,0,0
299,67.6252,-170.77638,3.2288578,86.77255,303.21265,63.76671,0,0,0,0
300,22.549591,-141.86618,8.637641,24.768623,63.991833,-169.8059,0,0,0,0
301,0.30160522,126.385376,3.9647636,-15.169212,209.39188,-17.002548,15,15,0,0
302,-19.934387,60.26053,1.7122451,-81.22363,176.30264,-52.007423,0,0,0,0
303,-81.121506,109.82553,9.578737,-3.058342,50.797504,62.85753,0,0,0,0
304,56.587067,-175.8883,3.6769755,-28.837315,248.17244,-49.352814,12,12,0,0
305,-64.11136,71.728836,9.259916,62.759964,250.27568,171.52393,7,7,0,1
306,25.021904,-98.15168,7.1965585,50.16336,143.16983,124.74997,0,0,0,0
307,39.903694,66.312,2.65127,-77.37005,345.3956,-113.0672,6,6,0,0
308,-65.2171,160.38196,6.805266,-77.45764,354.01886,-67.60217,0,0,0,0
309,66.429504,19.840927,8.640496,55.27948,24.745989,99.88226,0,0,0,0
310,-7.878433,-11.713715,2.4097197,-11.126106,206.18048,139.00269,0,0,0,0
311,36.858246,73.03047,3.0669324,-68.13831,49.270367,62.643463,6,6,0,0
312,-64.05946,113.52902,7.2545953,-86.85929,173.66078,-99.95324,0,0,0,0
313,65.94571,25.20221,7.0632253,-71.46809,195.51671,-177.54591,10,8,2,0
314,-64.19684,66.39929,8.319955,71.33646,268.9206,-128.84164,7,7,0,0
315,-69.216995,79.57498,0.25052634,-35.2527,87.67592,69.26985,0,0,0,0
316,-18.640808,12.00499,9.618983,-11.240616,238.76169,175.88272,0,0,0,0
317,-33.269135,139.0632,5.505944,39.47644,235.28458,157.14883,12,12,0,0
318,44.905228,-73.28417,1.3648528,40.68489,188.0646,155.52353,0,0,0,0
319,68.28586,31.958023,4.521018,-37.493168,323.46652,-171.35648,0,0,0,0
320,-58.701385,-17.073563,0.47548515,-43.895416,343.25305,75.42934,0,0,0,0
321,75.346756,-103.133675,5.8699546,-56.962658,172.58865,-178.42429,4,4,0,0
322,61.943695,-23.485123,0.38495454,-50.780777,197.35973,12.100632,17,14,3,0
323,-62.149727,46.28244,9.806381,-37.256584,234.20581,-132.43076,0,0,0,0
324,-47.93102,41.371445,0.63027847,88.372986,248.56885,-124.50806,12,12,0,0
325,-35.755535,78.167786,6.5073647,45.502426,20.169632,-118.284515,0,0,0,0
326,73.01419,-54.62722,9.182349,37.116753,274.11023,-69.11538,0,0,0,0
