Frame,Progress,VisibleTiles,DisplayedTiles,TextureChanges,FastFlickers
921,0.16605,25,25,0,0
922,0.16622,25,25,0,0
923,0.16639,25,25,0,0
924,0.16656,25,25,0,0
925,0.16673,27,27,0,0
926,0.16690,27,27,0,0
927,0.16707,27,27,0,0
928,0.16724,28,28,0,0
929,0.16741,28,28,0,0
930,0.16758,28,28,0,0
931,0.16775,28,28,0,0
932,0.16792,28,28,0,0
933,0.16809,28,28,0,0
934,0.16826,28,28,0,0
935,0.16843,29,29,1,0
936,0.16860,29,29,0,0
937,0.16877,29,29,0,0
938,0.16894,29,29,0,0
939,0.16911,29,29,0,0
940,0.16928,29,29,0,0
941,0.16945,29,29,0,0
942,0.16962,29,29,0,0
943,0.16979,29,29,0,0
944,0.16996,29,29,0,0
945,0.17013,29,29,0,0
946,0.17030,29,29,0,0
947,0.17047,29,29,0,0
948,0.17064,29,29,1,0
949,0.17081,28,28,0,0
950,0.17098,28,28,0,0
951,0.17115,28,28,0,0
952,0.17132,28,28,0,0
953,0.17149,28,28,0,0
954,0.17166,28,28,0,0
955,0.17182,28,28,0,0
956,0.17200,28,28,0,0
957,0.17216,28,28,0,0
958,0.17233,28,28,0,0
959,0.17250,27,27,0,0
960,0.17267,27,27,0,0
961,0.17284,27,27,0,0
962,0.17301,27,27,0,0
963,0.17318,27,27,0,0
964,0.17335,27,27,0,0
965,0.17352,27,27,0,0
966,0.17369,27,27,0,0
967,0.17386,27,27,0,0
968,0.17403,27,27,0,0
969,0.17420,27,27,0,0
970,0.17437,27,27,0,0
971,0.17454,27,27,0,0
972,0.17471,27,27,0,0
973,0.17488,27,27,0,0
974,0.17505,27,27,0,0
975,0.17522,27,27,0,0
976,0.17539,27,27,0,0
977,0.17556,27,27,0,0
978,0.17573,26,26,0,0
979,0.17590,26,26,0,0
980,0.17607,26,26,0,0
981,0.17624,26,26,0,0
982,0.17641,26,26,0,0
983,0.17658,26,26,0,0
984,0.17675,26,26,0,0
985,0.17692,26,26,0,0
986,0.17709,25,25,0,0
987,0.17726,25,25,0,0
988,0.17743,25,25,0,0
989,0.17760,25,25,0,0
990,0.17777,25,25,0,0
991,0.17794,25,25,0,0
992,0.17811,25,25,0,0
993,0.17828,25,25,0,0
994,0.17845,25,25,0,0
995,0.17861,25,25,0,0
996,0.17878,25,25,0,0
997,0.17895,25,25,0,0
998,0.17912,25,25,0,0
999,0.17930,25,25,1,0
1000,0.17946,25,25,0,0
1001,0.17964,25,25,0,0
1002,0.17981,25,25,0,0
1003,0.17998,25,25,0,0
1004,0.18015,25,25,0,0
1005,0.18031,25,25,0,0
1006,0.18048,25,25,0,0
1007,0.18065,25,25,0,0
1008,0.18082,25,25,0,0
1009,0.18099,24,24,0,0
1010,0.18116,24,24,0,0
1011,0.18133,24,24,0,0
1012,0.18150,24,24,0,0
1013,0.18167,24,24,0,0
1014,0.18184,24,24,0,0
1015,0.18201,24,24,0,0
1016,0.18218,24,24,0,0
1017,0.18235,24,24,0,0
1018,0.18252,24,24,0,0
1019,0.18269,24,24,0,0
1020,0.18286,24,24,0,0
1021,0.18303,24,24,0,0
1022,0.18320,24,24,0,0
1023,0.18337,27,27,0,0
1024,0.18354,27,27,0,0
1025,0.18371,28,28,0,0
1026,0.18388,28,28,0,0
1027,0.18405,27,27,4,4
1028,0.18422,27,27,0,0
1029,0.18439,27,27,0,0
1030,0.18456,27,27,0,0
1031,0.18473,27,27,1,0
1032,0.18490,27,27,1,0
1033,0.18508,27,27,1,0
1034,0.18525,27,27,0,0
1035,0.18542,27,27,1,0
1036,0.18559,27,27,0,0
1037,0.18576,27,27,0,0
1038,0.18593,29,29,1,0
1039,0.18610,29,29,0,0
1040,0.18627,29,29,0,0
1041,0.18644,29,29,0,0
1042,0.18661,29,29,0,0
1043,0.18678,29,29,1,0
1044,0.18695,29,29,0,0
1045,0.18712,29,29,0,0
1046,0.18729,29,29,1,0
1047,0.18746,31,31,0,0
1048,0.18763,31,31,0,0
1049,0.18780,31,31,0,0
1050,0.18797,31,31,0,0
1051,0.18814,34,34,4,4
1052,0.18831,34,34,0,0
1053,0.18848,34,34,0,0
1054,0.18865,34,34,0,0
1055,0.18882,34,34,1,1
1056,0.18899,34,34,0,0
1057,0.18916,34,34,0,0
1058,0.18932,34,34,0,0
1059,0.18949,34,34,0,0
1060,0.18966,34,34,0,0
1061,0.18983,34,34,0,0
1062,0.19000,34,34,0,0
1063,0.19017,34,34,0,0
1064,0.19034,34,34,0,0
1065,0.19051,34,34,0,0
1066,0.19068,34,34,0,0
1067,0.19085,34,34,0,0
1068,0.19102,34,34,0,0
1069,0.19119,34,34,0,0
1070,0.19136,34,34,0,0
1071,0.19153,34,34,0,0
1072,0.19170,34,34,0,0
1073,0.19187,34,34,0,0
1074,0.19204,34,34,0,0
1075,0.19221,34,34,0,0
1076,0.19238,33,33,0,0
1077,0.19255,33,33,0,0
1078,0.19272,33,33,0,0
1079,0.19289,33,33,0,0
1080,0.19306,33,33,0,0
1081,0.19323,33,33,0,0
1082,0.19340,33,33,0,0
1083,0.19357,32,32,0,0
1084,0.19374,32,32,0,0
1085,0.19391,32,32,0,0
1086,0.19408,32,32,0,0
1087,0.19425,32,32,0,0
1088,0.19442,32,32,0,0
1089,0.19459,32,32,0,0
1090,0.19476,32,32,0,0
1091,0.19493,31,31,0,0
1092,0.19510,31,31,0,0
1093,0.19527,31,31,0,0
1094,0.19544,31,31,0,0
1095,0.19561,31,31,0,0
1096,0.19578,31,31,0,0
1097,0.19595,31,31,0,0
1098,0.19612,31,31,0,0
1099,0.19629,30,30,0,0
1100,0.19646,30,30,0,0
1101,0.19663,30,30,0,0
1102,0.19680,30,30,0,0
1103,0.19697,29,29,0,0
1104,0.19714,30,30,0,0
1105,0.19731,30,30,0,0
1106,0.19748,30,30,0,0
1107,0.19765,30,30,4,1
1108,0.19781,30,30,0,0
1109,0.19798,30,30,0,0
1110,0.19815,30,30,0,0
1111,0.19832,30,30,0,0
1112,0.19849,30,30,0,0
1113,0.19866,30,30,0,0
1114,0.19883,30,30,0,0
1115,0.19900,30,30,0,0
1116,0.19917,30,30,0,0
1117,0.19934,30,30,0,0
1118,0.19951,30,30,0,0
1119,0.19968,30,30,0,0
1120,0.19985,30,30,0,0
1121,0.20002,30,30,0,0
1122,0.20019,30,30,0,0
1123,0.20036,30,30,0,0
1124,0.20053,30,30,0,0
1125,0.20070,30,30,0,0
1126,0.20087,29,29,0,0
1127,0.20104,29,29,0,0
1128,0.20121,29,29,0,0
1129,0.20138,29,29,0,0
1130,0.20155,29,29,0,0
1131,0.20171,29,29,0,0
1132,0.20188,29,29,0,0
1133,0.20205,29,29,0,0
1134,0.20222,29,29,0,0
1135,0.20239,29,29,0,0
1136,0.20256,29,29,0,0
1137,0.20273,29,29,0,0
1138,0.20290,29,29,0,0
1139,0.20306,29,29,0,0
1140,0.20324,29,29,0,0
1141,0.20341,29,29,0,0
1142,0.20357,29,29,0,0
1143,0.20375,29,29,1,0
1144,0.20391,29,29,0,0
1145,0.20408,29,29,0,0
1146,0.20426,29,29,0,0
1147,0.20443,29,29,0,0
1148,0.20460,29,29,0,0
1149,0.20476,29,29,0,0
1150,0.20494,29,29,0,0
1151,0.20511,29,29,0,0
1152,0.20527,29,29,0,0
1153,0.20544,29,29,0,0
1154,0.20561,28,28,0,0
1155,0.20579,28,28,0,0
1156,0.20595,28,28,0,0
1157,0.20612,28,28,0,0
1158,0.20629,28,28,0,0
1159,0.20646,27,27,0,0
1160,0.20663,27,27,0,0
1161,0.20680,27,27,0,0
1162,0.20697,27,27,0,0
1163,0.20714,27,27,0,0
1164,0.20731,27,27,0,0
1165,0.20748,27,27,0,0
1166,0.20765,26,26,0,0
1167,0.20782,26,26,0,0
1168,0.20799,26,26,0,0
1169,0.20816,26,26,0,0
1170,0.20833,26,26,0,0
1171,0.20850,26,26,0,0
1172,0.20867,27,27,0,0
1173,0.20884,27,27,0,0
1174,0.20901,27,27,0,0
1175,0.20918,27,27,0,0
1176,0.20935,27,27,0,0
1177,0.20952,27,27,0,0
1178,0.20969,27,27,0,0
1179,0.20986,27,27,0,0
1180,0.21003,27,27,0,0
1181,0.21020,27,27,0,0
1182,0.21037,27,27,0,0
1183,0.21054,27,27,0,0
1184,0.21071,27,27,0,0
1185,0.21088,26,26,0,0
1186,0.21105,26,26,0,0
1187,0.21122,26,26,0,0
1188,0.21139,26,26,0,0
1189,0.21156,26,26,0,0
1190,0.21173,26,26,0,0
1191,0.21190,25,25,0,0
1192,0.21207,25,25,0,0
1193,0.21224,25,25,0,0
1194,0.21241,25,25,0,0
1195,0.21258,25,25,0,0
1196,0.21275,25,25,0,0
1197,0.21292,25,25,0,0
1198,0.21309,25,25,0,0
1199,0.21326,25,25,0,0
1200,0.21343,24,24,0,0
1201,0.21360,24,24,0,0
1202,0.21377,24,24,0,0
1203,0.21394,24,24,0,0
1204,0.21411,24,24,0,0
1205,0.21428,24,24,0,0
1206,0.21444,24,24,0,0
1207,0.21461,24,24,0,0
1208,0.21478,23,23,0,0
1209,0.21495,23,23,0,0
1210,0.21512,23,23,0,0
1211,0.21529,23,23,0,0
1212,0.21546,23,23,0,0
1213,0.21563,23,23,0,0
1214,0.21580,23,23,0,0
1215,0.21597,23,23,0,0
1216,0.21614,23,23,0,0
1217,0.21631,23,23,0,0
1218,0.21648,23,23,0,0
1219,0.21665,23,23,0,0
1220,0.21682,23,23,0,0
1221,0.21699,23,23,0,0
1222,0.21716,24,24,0,0
1223,0.21733,24,24,0,0
1224,0.21750,24,24,0,0
1225,0.21767,24,24,0,0
1226,0.21784,24,24,0,0
1227,0.21801,24,24,0,0
1228,0.21818,24,24,0,0
1229,0.21835,26,26,0,0
1230,0.21852,26,26,0,0
1231,0.21869,26,26,0,0
1232,0.21886,26,26,2,1
1233,0.21903,26,26,0,0
1234,0.21920,26,26,0,0
1235,0.21937,26,26,0,0
1236,0.21954,26,26,0,0
1237,0.21971,26,26,0,0
1238,0.21988,26,26,0,0
1239,0.22005,26,26,0,0
1240,0.22022,26,26,0,0
1241,0.22039,26,26,0,0
1242,0.22056,26,26,0,0
1243,0.22073,26,26,0,0
1244,0.22090,26,26,0,0
1245,0.22107,26,26,0,0
1246,0.22124,26,26,0,0
1247,0.22141,26,26,0,0
1248,0.22158,26,26,0,0
1249,0.22175,26,26,0,0
1250,0.22192,26,26,0,0
1251,0.22209,26,26,0,0
1252,0.22226,26,26,0,0
1253,0.22243,26,26,0,0
1254,0.22259,26,26,0,0
1255,0.22276,26,26,0,0
1256,0.22293,26,26,0,0
1257,0.22310,26,26,0,0
1258,0.22327,26,26,0,0
1259,0.22344,26,26,0,0
1260,0.22361,26,26,0,0
1261,0.22378,26,26,0,0
1262,0.22395,26,26,0,0
1263,0.22412,26,26,0,0
1264,0.22429,26,26,0,0
1265,0.22446,26,26,0,0
1266,0.22462,26,26,0,0
1267,0.22479,26,26,0,0
1268,0.22496,26,26,0,0
1269,0.22513,26,26,0,0
1270,0.22530,26,26,0,0
1271,0.22548,26,26,0,0
1272,0.22564,26,26,0,0
1273,0.22581,26,26,0,0
1274,0.22599,26,26,0,0
1275,0.22616,26,26,0,0
1276,0.22633,26,26,0,0
1277,0.22650,26,26,0,0
1278,0.22667,26,26,0,0
1279,0.22684,26,26,0,0
1280,0.22701,26,26,0,0
1281,0.22718,26,26,0,0
1282,0.22735,26,26,0,0
1283,0.22752,26,26,0,0
1284,0.22769,26,26,0,0
1285,0.22786,26,26,0,0
1286,0.22803,25,25,0,0
1287,0.22820,25,25,0,0
1288,0.22837,25,25,0,0
1289,0.22854,25,25,0,0
1290,0.22871,25,25,1,0
1291,0.22888,25,25,0,0
1292,0.22905,25,25,0,0
1293,0.22922,25,25,0,0
1294,0.22939,25,25,0,0
1295,0.22956,25,25,0,0
1296,0.22973,25,25,0,0
1297,0.22990,25,25,0,0
1298,0.23007,25,25,0,0
1299,0.23024,25,25,0,0
1300,0.23041,25,25,0,0
1301,0.23058,25,25,0,0
1302,0.23075,25,25,0,0
1303,0.23092,25,25,0,0
1304,0.23109,25,25,0,0
1305,0.23126,25,25,0,0
1306,0.23143,25,25,0,0
1307,0.23160,25,25,0,0
1308,0.23177,25,25,0,0
1309,0.23194,25,25,0,0
1310,0.23211,25,25,0,0
1311,0.23228,25,25,0,0
1312,0.23245,25,25,0,0
1313,0.23262,25,25,0,0
1314,0.23279,25,25,0,0
1315,0.23296,25,25,0,0
1316,0.23313,25,25,0,0
1317,0.23330,25,25,0,0
1318,0.23347,25,25,0,0
1319,0.23364,25,25,0,0
1320,0.23381,25,25,0,0
1321,0.23398,25,25,0,0
1322,0.23414,25,25,0,0
1323,0.23431,25,25,0,0
1324,0.23448,25,25,0,0
1325,0.23465,25,25,0,0
1326,0.23482,24,24,0,0
1327,0.23499,23,23,0,0
1328,0.23516,23,23,0,0
1329,0.23533,23,23,0,0
1330,0.23550,23,23,0,0
1331,0.23567,22,22,0,0
1332,0.23584,22,22,0,0
1333,0.23601,22,22,0,0
1334,0.23618,22,22,0,0
1335,0.23635,22,22,0,0
1336,0.23652,22,22,0,0
1337,0.23669,22,22,0,0
1338,0.23686,22,22,0,0
1339,0.23703,22,22,0,0
1340,0.23720,22,22,0,0
1341,0.23737,22,22,0,0
1342,0.23754,22,22,0,0
1343,0.23771,22,22,0,0
1344,0.23788,22,22,0,0
1345,0.23805,22,22,0,0
1346,0.23822,22,22,0,0
1347,0.23838,22,22,0,0
1348,0.23855,22,22,0,0
1349,0.23872,22,22,0,0
1350,0.23889,22,22,0,0
1351,0.23906,22,22,0,0
1352,0.23923,22,22,0,0
1353,0.23940,25,25,0,0
1354,0.23957,25,25,0,0
1355,0.23974,25,25,0,0
1356,0.23991,25,25,0,0
1357,0.24008,25,25,4,4
1358,0.24025,25,25,0,0
1359,0.24042,25,25,0,0
1360,0.24059,25,25,0,0
1361,0.24076,25,25,0,0
1362,0.24093,25,25,0,0
1363,0.24110,25,25,0,0
1364,0.24127,25,25,0,0
1365,0.24144,25,25,0,0
1366,0.24161,25,25,0,0
1367,0.24178,25,25,0,0
1368,0.24195,25,25,0,0
1369,0.24212,28,28,0,0
1370,0.24229,28,28,0,0
1371,0.24246,28,28,0,0
1372,0.24263,28,28,0,0
1373,0.24280,28,28,0,0
1374,0.24297,28,28,4,4
1375,0.24313,28,28,0,0
1376,0.24330,28,28,0,0
1377,0.24347,28,28,0,0
1378,0.24364,28,28,0,0
1379,0.24381,28,28,0,0
1380,0.24398,28,28,0,0
1381,0.24415,28,28,0,0
1382,0.24432,28,28,0,0
1383,0.24449,28,28,0,0
1384,0.24466,28,28,0,0
1385,0.24483,28,28,0,0
1386,0.24500,29,29,0,0
1387,0.24517,29,29,0,0
1388,0.24534,29,29,0,0
1389,0.24551,29,29,0,0
1390,0.24568,29,29,0,0
1391,0.24585,29,29,0,0
1392,0.24601,29,29,0,0
1393,0.24618,29,29,0,0
1394,0.24635,29,29,0,0
1395,0.24652,29,29,0,0
1396,0.24669,29,29,0,0
1397,0.24686,29,29,0,0
1398,0.24703,29,29,0,0
1399,0.24720,29,29,0,0
1400,0.24737,29,29,0,0
1401,0.24754,29,29,0,0
1402,0.24771,29,29,0,0
1403,0.24788,29,29,0,0
1404,0.24805,29,29,0,0
1405,0.24822,28,28,0,0
1406,0.24839,28,28,0,0
1407,0.24856,28,28,0,0
1408,0.24873,28,28,0,0
1409,0.24890,28,28,0,0
1410,0.24907,28,28,0,0
1411,0.24924,28,28,0,0
1412,0.24941,28,28,0,0
1413,0.24958,28,28,0,0
1414,0.24975,28,28,0,0
1415,0.24992,28,28,0,0
1416,0.25009,28,28,0,0
1417,0.25026,28,28,0,0
1418,0.25043,27,27,0,0
1419,0.25060,27,27,0,0
1420,0.25077,27,27,0,0
1421,0.25094,27,27,0,0
1422,0.25111,26,26,0,0
1423,0.25128,26,26,0,0
1424,0.25145,26,26,0,0
1425,0.25162,26,26,0,0
1426,0.25179,26,26,0,0
1427,0.25196,26,26,0,0
1428,0.25213,27,27,0,0
1429,0.25230,27,27,0,0
1430,0.25247,27,27,0,0
1431,0.25264,27,27,0,0
1432,0.25281,30,30,0,0
1433,0.25298,30,30,0,0
1434,0.25315,30,30,0,0
1435,0.25332,30,30,0,0
1436,0.25349,30,30,0,0
1437,0.25366,30,30,0,0
1438,0.25383,30,30,0,0
1439,0.25400,30,30,4,0
1440,0.25416,30,30,0,0
1441,0.25433,30,30,0,0
1442,0.25450,30,30,0,0
1443,0.25467,29,29,0,0
1444,0.25484,29,29,0,0
1445,0.25501,29,29,0,0
1446,0.25519,29,29,0,0
1447,0.25535,29,29,0,0
1448,0.25552,29,29,0,0
1449,0.25569,29,29,0,0
1450,0.25586,29,29,0,0
1451,0.25603,29,29,0,0
1452,0.25620,29,29,0,0
1453,0.25637,29,29,0,0
1454,0.25654,29,29,0,0
1455,0.25671,29,29,0,0
1456,0.25688,29,29,0,0
1457,0.25705,29,29,0,0
1458,0.25722,29,29,0,0
1459,0.25739,29,29,0,0
1460,0.25756,29,29,0,0
1461,0.25773,29,29,0,0
1462,0.25790,29,29,0,0
1463,0.25808,29,29,0,0
1464,0.25825,29,29,0,0
1465,0.25842,28,28,0,0
1466,0.25858,28,28,0,0
1467,0.25875,28,28,0,0
1468,0.25892,28,28,0,0
1469,0.25909,28,28,0,0
1470,0.25926,28,28,0,0
1471,0.25943,28,28,0,0
1472,0.25960,28,28,0,0
1473,0.25977,28,28,0,0
1474,0.25994,28,28,0,0
1475,0.26011,28,28,0,0
1476,0.26028,28,28,0,0
1477,0.26045,28,28,0,0
1478,0.26062,28,28,0,0
1479,0.26079,28,28,0,0
1480,0.26096,28,28,0,0
1481,0.26113,28,28,0,0
1482,0.26130,28,28,0,0
1483,0.26147,28,28,0,0
1484,0.26164,28,28,0,0
1485,0.26181,28,28,0,0
1486,0.26198,28,28,0,0
1487,0.26215,28,28,0,0
1488,0.26232,28,28,0,0
1489,0.26249,28,28,0,0
1490,0.26266,28,28,0,0
1491,0.26283,28,28,0,0
1492,0.26300,28,28,0,0
1493,0.26317,28,28,0,0
1494,0.26334,28,28,0,0
1495,0.26351,28,28,0,0
1496,0.26368,28,28,0,0
1497,0.26385,28,28,0,0
1498,0.26402,28,28,0,0
1499,0.26419,28,28,0,0
1500,0.26436,28,28,0,0
1501,0.26453,28,28,0,0
1502,0.26470,28,28,0,0
1503,0.26487,28,28,0,0
1504,0.26504,28,28,0,0
1505,0.26521,28,28,0,0
1506,0.26538,28,28,0,0
1507,0.26555,28,28,0,0
1508,0.26572,28,28,0,0
1509,0.26589,28,28,0,0
1510,0.26606,28,28,0,0
1511,0.26623,28,28,0,0
1512,0.26640,28,28,0,0
1513,0.26657,28,28,0,0
1514,0.26674,28,28,0,0
1515,0.26691,28,28,0,0
1516,0.26708,28,28,0,0
1517,0.26725,28,28,0,0
1518,0.26742,28,28,0,0
1519,0.26758,28,28,0,0
1520,0.26775,28,28,0,0
1521,0.26792,28,28,0,0
1522,0.26809,30,30,0,0
1523,0.26826,30,30,0,0
1524,0.26843,29,29,0,0
1525,0.26860,29,29,0,0
1526,0.26877,29,29,0,0
1527,0.26894,29,29,0,0
1528,0.26911,29,29,0,0
1529,0.26928,29,29,0,0
1530,0.26945,29,29,0,0
1531,0.26962,29,29,0,0
1532,0.26979,29,29,0,0
1533,0.26996,29,29,0,0
1534,0.27013,29,29,0,0
1535,0.27030,29,29,0,0
1536,0.27047,29,29,0,0
1537,0.27064,29,29,0,0
1538,0.27081,29,29,0,0
1539,0.27098,29,29,0,0
1540,0.27115,29,29,0,0
1541,0.27132,29,29,0,0
1542,0.27149,29,29,0,0
1543,0.27166,29,29,0,0
1544,0.27183,29,29,0,0
1545,0.27200,29,29,0,0
1546,0.27217,29,29,1,0
1547,0.27234,29,29,0,0
1548,0.27251,29,29,0,0
1549,0.27268,29,29,0,0
1550,0.27285,29,29,0,0
1551,0.27302,29,29,0,0
1552,0.27319,29,29,0,0
1553,0.27336,29,29,0,0
1554,0.27353,29,29,0,0
1555,0.27370,29,29,0,0
1556,0.27387,29,29,0,0
1557,0.27404,29,29,0,0
1558,0.27421,29,29,0,0
1559,0.27438,28,28,0,0
1560,0.27455,28,28,0,0
1561,0.27472,29,29,0,0
1562,0.27488,29,29,0,0
1563,0.27505,29,29,0,0
1564,0.27522,29,29,0,0
1565,0.27539,29,29,0,0
1566,0.27556,29,29,0,0
1567,0.27573,29,29,0,0
1568,0.27590,29,29,0,0
1569,0.27607,29,29,0,0
1570,0.27624,29,29,0,0
1571,0.27641,29,29,0,0
1572,0.27658,29,29,0,0
1573,0.27675,29,29,0,0
1574,0.27692,29,29,0,0
1575,0.27709,29,29,0,0
1576,0.27726,29,29,0,0
1577,0.27743,29,29,0,0
1578,0.27760,29,29,0,0
1579,0.27777,29,29,0,0
1580,0.27794,29,29,0,0
1581,0.27811,29,29,0,0
1582,0.27828,29,29,0,0
1583,0.27845,28,28,0,0
1584,0.27862,28,28,0,0
1585,0.27879,28,28,0,0
1586,0.27896,27,27,0,0
1587,0.27913,27,27,0,0
1588,0.27930,27,27,0,0
1589,0.27947,27,27,0,0
1590,0.27964,27,27,0,0
1591,0.27981,27,27,0,0
1592,0.27998,27,27,0,0
1593,0.28015,26,26,0,0
1594,0.28032,26,26,0,0
1595,0.28049,26,26,0,0
1596,0.28066,26,26,0,0
1597,0.28083,26,26,0,0
1598,0.28100,26,26,0,0
1599,0.28117,26,26,0,0
1600,0.28134,26,26,0,0
1601,0.28151,26,26,0,0
1602,0.28168,25,25,0,0
1603,0.28185,25,25,0,0
1604,0.28202,25,25,0,0
1605,0.28219,25,25,0,0
1606,0.28236,25,25,0,0
1607,0.28253,25,25,0,0
1608,0.28270,25,25,0,0
1609,0.28287,25,25,0,0
1610,0.28304,25,25,0,0
1611,0.28321,25,25,0,0
1612,0.28338,25,25,0,0
1613,0.28355,25,25,0,0
1614,0.28372,25,25,0,0
1615,0.28389,25,25,0,0
1616,0.28406,25,25,0,0
1617,0.28423,25,25,0,0
1618,0.28440,25,25,0,0
1619,0.28457,25,25,0,0
1620,0.28474,25,25,0,0
1621,0.28491,25,25,0,0
1622,0.28508,25,25,0,0
1623,0.28525,25,25,0,0
1624,0.28542,25,25,0,0
1625,0.28559,25,25,0,0
1626,0.28575,25,25,0,0
1627,0.28592,25,25,0,0
1628,0.28609,25,25,0,0
1629,0.28626,25,25,0,0
1630,0.28643,25,25,0,0
1631,0.28660,27,27,0,0
1632,0.28677,27,27,0,0
1633,0.28694,27,27,0,0
1634,0.28711,27,27,0,0
1635,0.28728,27,27,0,0
1636,0.28745,27,27,0,0
1637,0.28762,27,27,0,0
1638,0.28779,27,27,0,0
1639,0.28796,30,30,0,0
1640,0.28813,30,30,0,0
1641,0.28830,30,30,0,0
1642,0.28847,30,30,0,0
1643,0.28864,30,30,4,4
1644,0.28881,30,30,0,0
1645,0.28898,30,30,0,0
1646,0.28915,30,30,0,0
1647,0.28932,30,30,0,0
1648,0.28949,30,30,0,0
1649,0.28966,30,30,0,0
1650,0.28983,30,30,0,0
1651,0.29000,30,30,0,0
1652,0.29017,30,30,0,0
1653,0.29034,30,30,0,0
1654,0.29051,31,31,0,0
1655,0.29068,31,31,0,0
1656,0.29085,31,31,0,0
1657,0.29102,31,31,0,0
1658,0.29119,31,31,0,0
1659,0.29136,31,31,0,0
1660,0.29153,31,31,0,0
1661,0.29170,31,31,0,0
1662,0.29187,31,31,0,0
1663,0.29204,34,34,0,0
1664,0.29221,34,34,0,0
1665,0.29238,34,34,0,0
1666,0.29255,34,34,0,0
1667,0.29272,34,34,0,0
1668,0.29289,34,34,4,4
1669,0.29306,34,34,0,0
1670,0.29323,34,34,0,0
1671,0.29340,34,34,0,0
1672,0.29357,34,34,0,0
1673,0.29374,34,34,0,0
1674,0.29391,34,34,0,0
1675,0.29408,34,34,0,0
1676,0.29425,34,34,0,0
1677,0.29442,33,33,0,0
1678,0.29459,33,33,0,0
1679,0.29476,33,33,3,0
1680,0.29493,33,33,0,0
1681,0.29510,33,33,0,0
1682,0.29527,33,33,0,0
1683,0.29544,33,33,0,0
1684,0.29561,33,33,0,0
1685,0.29578,33,33,0,0
1686,0.29595,33,33,0,0
1687,0.29612,33,33,0,0
1688,0.29629,33,33,0,0
1689,0.29646,33,33,0,0
1690,0.29663,33,33,0,0
1691,0.29680,36,36,0,0
1692,0.29697,36,36,0,0
1693,0.29713,36,36,0,0
1694,0.29730,36,36,0,0
1695,0.29747,36,36,0,0
1696,0.29764,36,36,4,4
1697,0.29781,36,36,0,0
1698,0.29798,36,36,0,0
1699,0.29815,36,36,0,0
1700,0.29832,36,36,0,0
1701,0.29849,35,35,0,0
1702,0.29866,35,35,0,0
1703,0.29883,35,35,0,0
1704,0.29900,35,35,0,0
1705,0.29917,35,35,0,0
1706,0.29934,35,35,0,0
1707,0.29951,35,35,0,0
1708,0.29968,35,35,0,0
1709,0.29985,35,35,0,0
1710,0.30002,35,35,0,0
1711,0.30019,35,35,0,0
1712,0.30036,35,35,0,0
1713,0.30053,35,35,0,0
1714,0.30071,35,35,0,0
1715,0.30087,35,35,0,0
1716,0.30104,35,35,0,0
1717,0.30121,35,35,0,0
1718,0.30138,35,35,0,0
1719,0.30155,35,35,0,0
1720,0.30172,35,35,0,0
1721,0.30188,35,35,0,0
1722,0.30205,35,35,0,0
1723,0.30222,34,34,0,0
1724,0.30239,34,34,0,0
1725,0.30256,34,34,0,0
1726,0.30273,34,34,0,0
1727,0.30290,34,34,0,0
1728,0.30307,34,34,0,0
1729,0.30324,34,34,0,0
1730,0.30341,34,34,0,0
1731,0.30358,34,34,0,0
1732,0.30375,34,34,0,0
1733,0.30392,34,34,0,0
1734,0.30409,34,34,0,0
1735,0.30426,34,34,0,0
1736,0.30443,35,35,0,0
1737,0.30460,35,35,0,0
1738,0.30477,35,35,0,0
1739,0.30494,34,34,0,0
1740,0.30511,33,33,0,0
1741,0.30528,33,33,0,0
1742,0.30545,33,33,0,0
1743,0.30562,33,33,0,0
1744,0.30579,33,33,0,0
1745,0.30596,33,33,0,0
1746,0.30613,33,33,0,0
1747,0.30630,33,33,0,0
1748,0.30647,33,33,0,0
1749,0.30664,33,33,2,0
1750,0.30681,33,33,0,0
1751,0.30698,33,33,0,0
1752,0.30715,33,33,0,0
1753,0.30731,33,33,0,0
1754,0.30748,32,32,0,0
1755,0.30765,32,32,0,0
1756,0.30782,32,32,0,0
1757,0.30799,32,32,0,0
1758,0.30816,32,32,0,0
1759,0.30833,32,32,0,0
1760,0.30850,32,32,0,0
1761,0.30867,31,31,0,0
1762,0.30884,31,31,0,0
1763,0.30901,31,31,0,0
1764,0.30918,31,31,0,0
1765,0.30935,31,31,0,0
1766,0.30952,31,31,0,0
1767,0.30969,31,31,0,0
1768,0.30987,31,31,0,0
1769,0.31003,31,31,0,0
1770,0.31020,31,31,0,0
1771,0.31037,31,31,0,0
1772,0.31053,31,31,0,0
1773,0.31070,31,31,0,0
1774,0.31088,31,31,0,0
1775,0.31104,31,31,0,0
1776,0.31121,31,31,0,0
1777,0.31139,31,31,0,0
1778,0.31156,31,31,0,0
1779,0.31173,31,31,0,0
1780,0.31190,31,31,0,0
1781,0.31207,31,31,0,0
1782,0.31224,31,31,0,0
1783,0.31241,31,31,0,0
1784,0.31258,31,31,0,0
1785,0.31275,31,31,0,0
1786,0.31292,31,31,0,0
1787,0.31308,31,31,0,0
1788,0.31325,31,31,0,0
1789,0.31342,31,31,0,0
1790,0.31359,31,31,0,0
1791,0.31376,31,31,0,0
1792,0.31393,31,31,0,0
1793,0.31410,31,31,0,0
1794,0.31427,31,31,0,0
1795,0.31444,31,31,0,0
1796,0.31461,31,31,0,0
1797,0.31478,31,31,0,0
