sweep_type,param_value,lat,lon,alt,pitch,yaw,roll,rendered,hit,false_positives,false_negatives
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,53.999985,17,12,5,0
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,72,14,10,4,0
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,90,10,8,2,0
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,108,14,10,4,0
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,126,17,13,4,0
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,144,18,13,5,0
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,162,17,14,3,0
Combined_Pitch_Roll,-76.5,0,0,0.1,-76.5,0,180,18,14,4,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-180,18,16,2,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-162,19,15,4,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-144,18,15,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-126,17,14,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-108,14,11,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-90,12,10,2,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-71.99999,14,11,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-54,17,14,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-36,18,15,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,-18,19,14,5,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,0,18,14,4,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,18,19,14,5,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,36.000015,18,15,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,53.999985,17,14,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,72,14,11,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,90,12,10,2,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,108,14,11,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,126,17,14,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,144,18,15,3,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,162,19,15,4,0
Combined_Pitch_Roll,-72,0,0,0.1,-72,0,180,18,16,2,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-180,18,14,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-162,19,16,3,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-144,17,15,2,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-126,17,13,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-108,15,11,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-90,14,10,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-71.99999,15,11,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-54,17,13,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-36,17,15,2,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,-18,19,16,3,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,0,18,14,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,18,19,16,3,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,36.000015,17,15,2,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,53.999985,17,13,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,72,15,11,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,90,14,10,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,108,15,11,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,126,17,13,4,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,144,17,14,3,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,162,19,16,3,0
Combined_Pitch_Roll,-67.5,0,0,0.1,-67.5,0,180,18,14,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-180,18,14,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-162,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-144,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-126,17,13,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-108,16,11,5,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-90,14,10,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-71.99999,16,11,5,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-54,17,13,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-36,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,-18,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,0,18,14,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,18,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,36.000015,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,53.999985,17,13,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,72,16,11,5,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,90,14,10,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,108,16,11,5,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,126,17,13,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,144,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,162,19,15,4,0
Combined_Pitch_Roll,-63,0,0,0.1,-63,0,180,18,14,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-180,22,18,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-162,19,15,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-144,19,14,5,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-126,18,15,3,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-108,17,13,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-90,14,10,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-71.99999,17,13,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-54,18,16,2,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-36,19,14,5,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,-18,19,15,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,0,22,18,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,18,19,15,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,36.000015,19,14,5,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,53.999985,18,15,3,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,72,17,13,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,90,14,10,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,108,17,13,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,126,18,15,3,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,144,19,14,5,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,162,19,15,4,0
Combined_Pitch_Roll,-58.5,0,0,0.1,-58.5,0,180,22,18,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-180,22,16,6,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-162,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-144,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-126,18,15,3,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-108,17,12,5,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-90,14,10,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-71.99999,17,12,5,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-54,18,15,3,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-36,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,-18,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,0,22,16,6,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,18,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,36.000015,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,53.999985,18,15,3,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,72,17,12,5,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,90,14,10,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,108,17,12,5,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,126,18,15,3,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,144,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,162,19,15,4,0
Combined_Pitch_Roll,-54,0,0,0.1,-54,0,180,22,16,6,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-180,18,14,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-162,18,16,2,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-144,18,13,5,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-126,17,14,3,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-108,17,13,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-90,14,10,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-71.99999,17,13,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-54,17,14,3,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-36,18,13,5,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,-18,18,16,2,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,0,18,14,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,18,18,16,2,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,36.000015,18,13,5,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,53.999985,17,14,3,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,72,17,13,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,90,14,10,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,108,17,13,4,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,126,17,14,3,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,144,18,13,5,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,162,18,16,2,0
Combined_Pitch_Roll,-49.5,0,0,0.1,-49.5,0,180,18,14,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-180,16,12,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-162,17,12,5,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-144,15,13,2,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-126,16,13,3,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-108,16,12,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-90,14,10,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-71.99999,16,12,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-54,16,13,3,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-36,15,13,2,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,-18,17,12,5,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,0,16,12,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,18,17,12,5,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,36.000015,15,13,2,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,53.999985,16,13,3,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,72,16,12,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,90,14,10,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,108,16,12,4,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,126,16,13,3,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,144,15,13,2,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,162,17,12,5,0
Combined_Pitch_Roll,-45,0,0,0.1,-45,0,180,16,12,4,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-180,12,12,0,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-162,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-144,14,12,2,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-126,15,10,5,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-108,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-90,12,8,4,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-71.99999,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-54,15,10,5,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-36,14,12,2,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,-18,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,0,12,12,0,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,18,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,36.000015,14,12,2,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,53.999985,15,10,5,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,72,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,90,12,8,4,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,108,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,126,15,10,5,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,144,14,12,2,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,162,15,12,3,0
Combined_Pitch_Roll,-40.5,0,0,0.1,-40.5,0,180,12,12,0,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-180,12,10,2,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-162,16,10,6,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-144,14,12,2,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-126,14,9,5,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-108,14,11,3,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-90,10,10,0,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-71.99999,14,11,3,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-54,14,9,5,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-36,14,12,2,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,-18,16,10,6,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,0,12,10,2,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,18,16,10,6,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,36.000015,14,12,2,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,53.999985,14,9,5,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,72,14,11,3,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,90,10,10,0,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,108,14,11,3,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,126,14,9,5,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,144,14,12,2,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,162,16,10,6,0
Combined_Pitch_Roll,-35.999996,0,0,0.1,-35.999996,0,180,12,10,2,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-180,8,8,0,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-162,12,10,2,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-144,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-126,11,10,1,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-108,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-90,8,8,0,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-71.99999,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-54,11,10,1,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-36,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,-18,12,10,2,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,0,8,8,0,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,18,12,10,2,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,36.000015,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,53.999985,11,10,1,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,72,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,90,8,8,0,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,108,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,126,11,10,1,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,144,13,10,3,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,162,12,10,2,0
Combined_Pitch_Roll,-31.500004,0,0,0.1,-31.500004,0,180,8,8,0,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-180,8,8,0,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-162,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-144,13,10,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-126,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-108,12,9,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-90,8,8,0,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-71.99999,12,9,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-54,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-36,13,10,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,-18,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,0,8,8,0,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,18,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,36.000015,13,10,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,53.999985,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,72,12,9,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,90,8,8,0,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,108,12,9,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,126,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,144,13,10,3,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,162,11,10,1,0
Combined_Pitch_Roll,-27,0,0,0.1,-27,0,180,8,8,0,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-180,10,8,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-162,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-144,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-126,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-108,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-90,8,8,0,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-71.99999,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-54,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-36,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,-18,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,0,10,10,0,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,18,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,36.000015,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,53.999985,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,72,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,90,8,8,0,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,108,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,126,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,144,11,10,1,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,162,11,9,2,0
Combined_Pitch_Roll,-22.5,0,0,0.1,-22.5,0,180,10,8,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-180,10,10,0,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-162,10,9,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-144,10,8,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-126,11,9,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-108,9,8,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-90,6,6,0,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-71.99999,9,8,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-54,11,9,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-36,10,8,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,-18,10,9,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,0,10,10,0,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,18,10,9,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,36.000015,10,8,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,53.999985,11,9,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,72,9,8,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,90,6,6,0,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,108,9,8,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,126,11,9,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,144,10,8,2,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,162,10,9,1,0
Combined_Pitch_Roll,-18,0,0,0.1,-18,0,180,10,10,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-180,6,6,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-162,7,7,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-144,9,8,1,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-126,10,7,3,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-108,8,6,2,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-90,6,6,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-71.99999,8,6,2,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-54,10,7,3,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-36,9,8,1,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,-18,7,7,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,0,6,6,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,18,7,7,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,36.000015,9,8,1,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,53.999985,10,7,3,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,72,8,6,2,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,90,6,6,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,108,8,6,2,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,126,10,7,3,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,144,9,8,1,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,162,7,7,0,0
Combined_Pitch_Roll,-13.5,0,0,0.1,-13.5,0,180,6,6,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-180,6,6,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-162,8,8,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-144,10,8,2,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-126,8,7,1,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-108,9,6,3,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-90,6,6,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-71.99999,9,6,3,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-54,8,7,1,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-36,10,8,2,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,-18,8,8,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,0,6,6,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,18,8,8,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,36.000015,10,8,2,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,53.999985,8,7,1,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,72,9,6,3,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,90,6,6,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,108,9,6,3,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,126,8,7,1,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,144,10,8,2,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,162,8,8,0,0
Combined_Pitch_Roll,-9,0,0,0.1,-9,0,180,6,6,0,0
Combined_Pitch_Roll,-4.5,0,0,0.1,-4.5,0,-180,6,4,2,0
Combined_Pitch_Roll,-4.5,0,0,0.1,-4.5,0,-162,8,7,1,0
Combined_Pitch_Roll,-4.5,0,0,0.1,-4.5,0,-144,10,8,2,0
Combined_Pitch_Roll,-4.5,0,0,0.1,-4.5,0,-126,9,7,2,0
Combined_Pitch_Roll,-4.5,0,0,0.1,-4.5,0,-108,7,6,1,0
Combined_Pitch_Roll,-4.5,0,0,0.1,-4.5,0,-90,6,6,0,0
