frame,speed_multiplier,requested_tiles,missing_tiles
206,0.078666665,18,0
207,0.078999996,18,4
208,0.07933333,22,12
209,0.07966667,22,0
210,0.08,18,0
211,0.08033333,18,0
212,0.08066666,18,4
213,0.08099999,18,4
214,0.08133333,18,0
215,0.08166666,14,0
216,0.081999995,14,0
217,0.08233333,20,12
218,0.082666665,18,0
219,0.083,20,8
220,0.08333333,18,5
221,0.08366667,16,0
222,0.084,24,12
223,0.08433333,24,10
224,0.08466666,20,0
225,0.08499999,22,2
226,0.08533333,22,5
227,0.085666664,26,12
228,0.085999995,22,0
229,0.08633333,22,0
230,0.08666666,20,0
231,0.087,22,4
232,0.08733333,22,0
233,0.08766667,18,0
234,0.088,18,0
235,0.08833333,24,12
236,0.08866666,22,0
237,0.088999994,24,8
238,0.08933333,22,7
239,0.089666665,22,4
240,0.089999996,22,0
241,0.090333335,18,0
242,0.09066666,18,0
243,0.091,16,0
244,0.09133333,22,12
245,0.09166667,18,8
246,0.09199999,18,0
247,0.09233333,18,0
248,0.09266666,18,4
249,0.092999995,18,0
250,0.09333333,14,0
251,0.093666665,14,0
252,0.09399999,20,12
253,0.09433333,18,12
254,0.09466666,20,8
255,0.095,18,7
256,0.09533333,18,4
257,0.09566666,24,11
258,0.096,22,2
259,0.096333325,22,1
260,0.096666664,28,12
261,0.096999995,26,6
262,0.097333334,22,0
263,0.09766666,22,2
264,0.098,22,6
265,0.09833333,18,0
266,0.09866666,18,0
267,0.09899999,16,0
268,0.09933333,22,12
269,0.099666655,24,8
270,0.099999994,22,0
271,0.10033333,22,4
272,0.100666665,22,4
273,0.100999996,18,0
274,0.10133333,18,0
275,0.10166667,24,12
276,0.10199999,22,11
277,0.10233333,18,0
278,0.10266666,18,0
279,0.103,18,4
280,0.103333324,14,0
281,0.10366666,14,0
282,0.103999995,14,4
283,0.104333326,18,11
284,0.10466666,20,16
285,0.105,18,0
286,0.105333336,18,4
287,0.10566666,22,10
288,0.106,22,8
289,0.10633333,22,4
290,0.10666667,26,8
291,0.10699999,22,4
292,0.10733333,22,0
293,0.10766666,22,4
294,0.107999995,18,0
295,0.10833333,18,0
296,0.108666666,18,4
297,0.10899999,22,12
298,0.10933333,24,8
299,0.10966666,22,6
300,0.10999999,22,4
301,0.11033333,18,0
302,0.11066666,18,0
303,0.111,24,12
304,0.111333326,18,4
305,0.111666664,18,0
306,0.111999996,18,4
307,0.112333335,18,4
308,0.11266666,14,0
309,0.113,14,0
310,0.11333332,18,12
311,0.11366666,20,12
312,0.11399999,20,7
313,0.11433333,20,5
314,0.114666656,22,8
315,0.114999995,22,6
316,0.11533333,22,4
317,0.115666665,22,8
318,0.116,22,0
319,0.11633333,22,6
320,0.11666667,18,1
321,0.11699999,18,0
322,0.11733333,18,4
323,0.11766666,18,8
324,0.118,24,8
325,0.118333325,20,4
326,0.118666664,22,4
327,0.118999995,18,0
328,0.11933333,16,0
329,0.11966666,22,12
330,0.12,18,6
331,0.12033334,16,0
332,0.12066666,18,4
333,0.121,14,0
334,0.12133333,12,0
335,0.12166666,14,8
336,0.121999994,22,10
337,0.12233333,18,6
338,0.12266666,22,8
339,0.122999996,22,7
340,0.12333333,20,0
341,0.12366667,22,8
342,0.12399999,22,7
343,0.12433333,22,4
344,0.12466666,18,0
345,0.12499999,18,0
346,0.12533334,18,4
347,0.12566666,18,8
348,0.126,22,8
349,0.12633333,22,4
350,0.12666667,18,0
351,0.127,18,0
352,0.12733333,24,12
353,0.12766667,18,7
354,0.128,18,0
355,0.12833333,14,0
356,0.12866667,14,0
357,0.129,14,2
358,0.12933333,16,8
359,0.12966666,22,8
360,0.13,20,9
361,0.13033333,22,8
362,0.13066666,22,0
363,0.131,24,10
364,0.13133334,22,7
365,0.13166668,20,0
366,0.132,18,2
367,0.13233334,18,2
368,0.13266666,18,4
369,0.133,26,18
370,0.13333333,22,8
371,0.13366666,18,0
372,0.13399999,20,0
373,0.13433333,16,0
374,0.13466667,18,8
375,0.135,18,8
376,0.13533334,20,4
377,0.13566667,16,2
378,0.136,14,2
379,0.13633333,16,8
380,0.13666667,22,8
381,0.137,20,12
382,0.13733333,26,10
383,0.13766667,26,7
384,0.13800001,22,8
385,0.13833334,22,8
386,0.13866667,22,4
387,0.139,18,0
388,0.13933334,20,0
389,0.13966666,20,8
390,0.14,24,8
391,0.14033334,20,0
392,0.14066666,20,0
393,0.141,18,0
394,0.14133334,20,8
395,0.14166667,22,10
396,0.142,18,0
397,0.14233334,16,0
398,0.14266667,14,0
399,0.143,22,16
400,0.14333333,22,7
401,0.14366667,24,8
402,0.144,24,0
403,0.14433333,24,8
404,0.14466667,22,0
405,0.145,18,0
406,0.14533333,20,4
407,0.14566667,20,3
408,0.14600001,20,8
409,0.14633334,24,16
410,0.14666668,20,0
411,0.147,20,0
412,0.14733334,18,2
413,0.14766666,22,9
414,0.148,18,0
415,0.14833333,16,0
416,0.14866666,20,2
417,0.149,20,10
418,0.14933334,24,15
419,0.14966667,26,8
420,0.15,26,4
421,0.15033334,24,8
422,0.15066667,24,6
423,0.15100001,20,0
424,0.15133333,20,0
425,0.15166667,16,0
426,0.152,26,16
427,0.15233333,20,6
428,0.15266667,22,2
429,0.153,22,1
430,0.15333334,22,8
431,0.15366668,22,8
432,0.154,18,0
433,0.15433334,18,0
434,0.15466666,18,8
435,0.155,24,16
436,0.15533334,18,0
437,0.15566666,24,8
438,0.156,24,13
439,0.15633333,22,8
440,0.15666667,20,4
441,0.157,20,2
442,0.15733334,22,8
443,0.15766667,28,17
444,0.158,22,3
445,0.15833333,22,0
446,0.15866667,24,8
447,0.159,24,10
448,0.15933333,20,1
449,0.15966666,20,0
450,0.16,22,8
451,0.16033334,26,16
452,0.16066667,20,0
453,0.161,26,8
454,0.16133334,24,8
455,0.16166668,20,0
456,0.162,20,0
457,0.16233334,16,0
458,0.16266666,22,10
459,0.163,22,13
460,0.16333333,22,8
461,0.16366667,18,0
462,0.164,22,8
463,0.16433333,18,4
464,0.16466667,18,0
465,0.165,14,0
466,0.16533335,24,16
467,0.16566667,18,11
468,0.16600001,20,8
469,0.16633333,22,12
470,0.16666667,18,4
471,0.167,22,6
472,0.16733333,18,3
473,0.16766666,30,18
474,0.168,24,6
475,0.16833334,20,0
476,0.16866668,20,0
477,0.169,20,4
478,0.16933334,20,3
479,0.16966666,16,0
480,0.17,20,8
481,0.17033333,20,12
482,0.17066668,22,8
483,0.171,26,17
484,0.17133333,22,0
485,0.17166667,22,0
486,0.172,18,0
487,0.17233334,24,12
488,0.17266667,22,9
489,0.173,18,0
490,0.17333335,22,8
491,0.17366667,18,3
492,0.174,14,0
493,0.17433332,14,0
494,0.17466667,18,12
495,0.175,20,15
496,0.17533334,20,7
497,0.17566667,18,4
498,0.176,24,12
499,0.17633334,20,4
500,0.17666666,26,12
501,0.17700002,24,0
502,0.17733334,20,0
503,0.17766666,20,4
504,0.17799999,20,4
505,0.17833334,16,0
506,0.17866667,18,6
507,0.179,22,14
508,0.17933333,24,16
509,0.17966667,22,11
510,0.18,22,0
511,0.18033333,18,0
512,0.18066667,18,4
513,0.18100001,22,12
514,0.18133333,18,6
515,0.18166666,18,4
516,0.18200001,18,3
517,0.18233334,14,0
518,0.18266666,14,4
519,0.183,18,12
520,0.18333334,20,16
521,0.18366668,18,7
522,0.184,14,0
523,0.18433332,20,8
524,0.18466668,26,12
525,0.185,20,5
526,0.18533333,20,0
527,0.18566668,22,6
528,0.186,18,0
529,0.18633333,18,0
530,0.18666667,22,12
531,0.187,24,16
532,0.18733333,20,6
533,0.18766667,18,0
534,0.188,18,0
535,0.18833335,18,4
536,0.18866667,18,8
537,0.189,18,4
538,0.18933332,18,4
539,0.18966667,14,0
540,0.19,12,0
541,0.19033334,14,8
542,0.19066668,20,15
543,0.191,18,11
544,0.19133334,20,8
545,0.19166666,22,2
546,0.192,22,9
547,0.19233334,22,8
548,0.19266666,22,4
549,0.19299999,18,0
550,0.19333334,18,0
551,0.19366667,18,10
552,0.19399999,24,8
553,0.19433333,18,6
554,0.19466667,18,0
555,0.19500001,16,0
556,0.19533333,18,8
557,0.19566667,18,8
558,0.19600001,14,0
559,0.19633333,14,0
560,0.19666666,10,0
561,0.19700001,22,18
562,0.19733334,20,10
563,0.19766666,16,0
564,0.198,22,8
565,0.19833334,22,16
566,0.19866666,26,8
567,0.199,18,0
568,0.19933333,18,0
569,0.19966668,14,0
570,0.2,20,8
571,0.20033333,22,12
572,0.20066668,20,7
573,0.201,20,0
574,0.20133333,20,8
575,0.20166667,20,8
576,0.202,18,2
577,0.20233333,18,2
578,0.20266667,18,8
579,0.203,24,16
580,0.20333335,18,6
581,0.20366667,24,8
582,0.204,26,8
583,0.20433332,24,4
584,0.20466667,18,0
585,0.205,18,0
586,0.20533332,22,12
587,0.20566668,26,16
588,0.206,20,6
589,0.20633334,22,2
590,0.20666666,24,10
591,0.207,18,3
592,0.20733334,20,2
593,0.20766667,16,1
594,0.20799999,20,8
595,0.20833334,22,11
596,0.20866667,20,8
597,0.20899999,22,8
598,0.20933333,26,13
599,0.20966667,20,2
600,0.21,16,0
601,0.21033333,18,2
602,0.21066667,24,13
603,0.21100001,22,12
604,0.21133333,18,0
605,0.21166666,18,4
606,0.21200001,18,3
607,0.21233334,14,0
608,0.21266666,20,8
609,0.213,20,12
610,0.21333334,14,0
611,0.21366666,20,8
612,0.214,20,4
613,0.21433333,18,4
614,0.21466668,14,0
615,0.215,20,12
616,0.21533333,24,17
617,0.21566668,20,3
618,0.216,20,4
619,0.21633333,20,4
620,0.21666665,16,0
621,0.21700001,18,6
622,0.21733333,22,12
623,0.21766667,24,12
624,0.218,24,9
625,0.21833333,18,0
626,0.21866667,18,0
627,0.219,18,4
628,0.21933332,18,8
629,0.21966667,18,8
630,0.22,18,4
631,0.22033332,14,0
632,0.22066668,14,0
633,0.221,16,8
634,0.22133334,20,15
635,0.22166666,20,12
636,0.222,14,0
637,0.22233334,16,2
638,0.22266667,28,22
639,0.22299999,22,14
640,0.22333334,20,0
641,0.22366667,18,0
642,0.22399999,20,2
643,0.22433333,20,8
644,0.22466667,18,7
645,0.225,22,8
646,0.22533333,18,0
647,0.22566667,20,4
648,0.22600001,22,12
649,0.22633334,20,0
650,0.22666666,18,2
651,0.22700001,18,1
652,0.22733334,14,0
653,0.22766666,18,8
654,0.228,22,13
655,0.22833334,20,7
656,0.22866666,16,0
657,0.229,26,16
658,0.22933333,22,0
659,0.22966667,22,0
660,0.23,18,0
661,0.23033333,22,10
662,0.23066668,24,8
663,0.231,22,4
664,0.23133333,18,0
665,0.23166665,22,8
666,0.23200001,18,4
667,0.23233333,14,0
668,0.23266667,14,0
669,0.233,20,12
670,0.23333333,18,0
671,0.23366667,14,0
672,0.234,20,12
673,0.23433332,20,0
674,0.23466668,16,0
675,0.235,14,4
676,0.23533332,20,14
677,0.23566668,22,17
678,0.236,24,6
679,0.23633333,22,4
680,0.23666666,18,0
681,0.237,18,4
682,0.23733334,24,10
683,0.23766667,22,9
684,0.23799999,28,12
685,0.23833334,24,6
686,0.23866667,24,0
687,0.239,20,8
688,0.23933333,18,0
689,0.23966667,18,4
690,0.24,14,0
691,0.24033333,16,0
692,0.24066667,18,8
693,0.241,16,0
694,0.24133334,18,8
695,0.24166666,18,7
696,0.24200001,12,0
697,0.24233334,16,8
698,0.24266666,12,0
699,0.24299999,12,0
700,0.24333334,10,2
701,0.24366666,10,5
702,0.244,10,4
703,0.24433333,6,0
704,0.24466667,6,0
705,0.245,6,0
706,0.24533333,6,0
707,0.24566668,8,2
708,0.246,14,8
709,0.24633333,14,7
710,0.24666665,14,0
711,0.24700001,14,0
712,0.24733333,16,4
713,0.24766666,18,5
714,0.248,18,0
715,0.24833333,18,0
716,0.24866667,18,0
717,0.249,18,0
718,0.24933332,18,0
719,0.24966668,20,4
720,0.25,22,4
721,0.2503333,24,5
722,0.25066668,26,4
723,0.251,26,2
724,0.25133333,32,12
725,0.25166667,32,5
726,0.252,32,0
727,0.25233334,32,0
728,0.25266665,30,0
729,0.253,26,0
730,0.25333333,26,0
731,0.25366667,24,0
732,0.25399998,22,0
733,0.25433332,22,0
734,0.25466666,22,0
735,0.255,20,0
736,0.25533333,16,0
737,0.25566667,10,0
738,0.25599998,24,14
739,0.25633332,22,12
740,0.25666666,24,6
741,0.257,24,3
742,0.25733334,20,0
743,0.25766665,18,0
744,0.258,20,8
745,0.25833333,26,14
746,0.25866666,30,8
747,0.259,34,8
748,0.2593333,32,6
749,0.25966665,30,0
750,0.26,30,0
751,0.2603333,24,0
752,0.26066667,16,0
753,0.26099998,16,0
754,0.26133332,20,8
755,0.26166666,22,10
756,0.262,16,0
757,0.26233333,14,0
758,0.26266664,20,8
759,0.26299998,20,0
760,0.26333332,16,0
761,0.26366666,16,4
762,0.26399997,20,12
763,0.2643333,20,15
764,0.26466665,20,3
765,0.265,22,8
766,0.26533332,18,4
767,0.26566666,22,10
768,0.266,24,8
769,0.2663333,20,4
770,0.26666665,20,0
771,0.267,20,8
772,0.26733333,18,0
773,0.26766664,14,0
774,0.26799998,16,8
775,0.26833332,20,16
776,0.26866665,20,2
777,0.269,16,2
778,0.2693333,24,14
779,0.26966664,20,8
780,0.26999998,16,4
781,0.27033332,18,8
782,0.27066666,22,20
783,0.271,18,0
784,0.2713333,16,0
785,0.27166665,14,0
786,0.27199998,12,0
787,0.27233332,18,12
788,0.27266666,14,0
789,0.27299997,14,4
790,0.2733333,18,10
791,0.27366665,20,16
792,0.274,22,4
793,0.2743333,18,0
794,0.27466667,18,4
795,0.27499998,18,2
796,0.27533332,12,0
797,0.27566665,18,12
798,0.276,18,8
799,0.2763333,12,0
800,0.27666664,14,4
801,0.27699998,20,12
802,0.27733332,24,22
803,0.27766666,22,8
804,0.27799997,20,0
805,0.27833334,14,0
806,0.27866665,22,10
807,0.27899998,18,6
808,0.27933332,14,0
809,0.27966666,22,16
810,0.27999997,18,12
811,0.2803333,18,0
812,0.28066665,18,8
813,0.281,18,8
814,0.28133333,16,4
815,0.28166664,14,6
816,0.282,24,18
817,0.2823333,24,11
818,0.28266665,20,0
819,0.28299996,20,8
820,0.28333333,20,0
821,0.28366664,16,0
822,0.28399998,16,0
823,0.28433332,20,16
824,0.28466666,20,12
825,0.285,18,2
826,0.2853333,18,0
827,0.28566667,22,12
828,0.28599998,18,0
829,0.28633332,18,4
830,0.28666663,16,4
831,0.287,24,22
832,0.2873333,20,12
833,0.28766665,20,4
834,0.288,16,0
835,0.28833333,22,14
836,0.28866667,18,0
837,0.28899997,20,6
838,0.2893333,20,6
839,0.28966665,16,0
840,0.29,22,20
841,0.2903333,20,12
842,0.29066667,20,4
843,0.29099998,16,0
844,0.29133332,22,16
845,0.29166666,20,9
846,0.292,14,0
847,0.29233333,16,6
848,0.29266664,12,2
849,0.29299998,26,26
850,0.29333332,22,10
851,0.29366666,16,0
852,0.29399997,18,4
853,0.2943333,14,0
854,0.29466665,22,16
855,0.295,18,9
856,0.29533333,14,0
857,0.29566666,14,4
858,0.29599997,14,4
859,0.2963333,20,18
860,0.29666665,22,20
861,0.297,18,6
862,0.29733333,22,8
863,0.29766664,18,0
864,0.29799998,12,0
865,0.29833332,22,16
866,0.29866666,18,0
867,0.299,18,8
868,0.2993333,14,0
869,0.29966664,14,0
870,0.29999998,24,24
871,0.30033332,20,14
872,0.30066666,22,2
873,0.301,22,10
874,0.3013333,18,2
875,0.30166665,18,0
876,0.302,22,16
877,0.30233333,18,10
878,0.30266663,16,0
879,0.30299997,18,8
880,0.3033333,14,3
881,0.30366665,12,0
882,0.304,24,24
883,0.3043333,20,15
884,0.30466667,18,0
885,0.30499998,20,8
886,0.30533332,18,2
887,0.30566666,18,2
888,0.306,22,16
889,0.3063333,22,15
890,0.30666664,18,0
891,0.30699998,18,8
892,0.30733332,18,8
893,0.30766666,14,0
894,0.30799997,24,20
895,0.30833334,22,8
896,0.30866665,20,0
897,0.309,24,12
898,0.3093333,20,7
899,0.30966666,16,0
900,0.30999997,16,4
901,0.3103333,22,18
902,0.31066665,22,4
903,0.311,18,0
904,0.31133333,22,12
905,0.31166664,18,7
906,0.31199998,14,0
907,0.31233332,18,12
908,0.31266665,22,19
909,0.31299996,22,13
910,0.31333333,18,2
911,0.31366664,20,10
912,0.31399998,20,6
913,0.31433332,16,0
914,0.31466666,20,12
915,0.315,20,13
916,0.3153333,22,12
917,0.31566665,16,0
918,0.31599998,22,12
919,0.31633332,22,10
920,0.31666663,14,0
921,0.317,18,12
922,0.3173333,20,12
923,0.31766665,20,15
924,0.318,18,2
925,0.31833333,22,14
926,0.31866664,24,12
927,0.31899998,20,5
928,0.3193333,26,16
929,0.31966665,24,8
930,0.32,24,14
931,0.3203333,16,0
932,0.32066667,22,14
933,0.32099998,18,10
934,0.32133332,18,4
935,0.32166666,14,0
936,0.322,24,20
937,0.3223333,24,23
938,0.32266665,20,7
939,0.32299998,20,8
940,0.32333332,22,13
941,0.32366666,22,14
942,0.32399997,20,5
943,0.3243333,26,16
944,0.32466665,22,17
945,0.325,24,16
946,0.3253333,20,2
947,0.32566667,24,16
948,0.32599998,20,0
949,0.3263333,20,10
950,0.32666665,16,5
951,0.327,22,16
952,0.32733333,22,18
953,0.32766664,22,14
954,0.32799998,20,6
955,0.32833332,24,18
956,0.32866666,18,8
957,0.32899997,18,8
958,0.3293333,14,3
959,0.32966664,28,24
960,0.32999998,20,7
961,0.33033332,20,6
962,0.33066663,16,0
963,0.33099997,20,14
964,0.33133334,16,9
965,0.33166665,16,6
966,0.332,14,4
967,0.33233333,24,24
968,0.33266664,20,2
969,0.33299997,20,8
970,0.3333333,16,2
971,0.33366662,20,14
972,0.334,16,0
973,0.33433333,16,6
974,0.33466667,12,2
975,0.33499998,20,18
976,0.33533332,22,8
977,0.33566663,22,8
978,0.33599997,18,2
979,0.33633333,22,16
980,0.33666667,18,6
981,0.33699998,18,8
982,0.33733332,14,4
983,0.33766666,20,18
984,0.33799997,22,8
985,0.3383333,22,10
986,0.33866662,18,5
987,0.339,22,16
988,0.33933333,18,10
989,0.33966666,18,8
990,0.33999997,14,0
991,0.3403333,20,16
992,0.34066665,22,20
993,0.34099996,22,14
994,0.34133333,18,3
995,0.34166667,24,16
996,0.34199998,22,13
997,0.34233332,22,12
998,0.34266666,18,4
999,0.34299996,18,12
1000,0.3433333,24,20
1001,0.34366664,28,21
